,university,career,inscription_date,last_name,first_name,gender,age,location,email,postal_code
1588,universidad tecnológica nacional,técnico para bioterios,2021-01-11,scott ferguson,nan,male,60.0,bajo_la_cancha,jennymorrison@hotmail.com,9031
1589,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-10-30,mitchell blackwell,nan,male,54.0,san_antonio_de_padua,joshuabrown@gmail.com,1718
1590,universidad tecnológica nacional,licenciatura en ciencia política,2020-10-03,zachary johnson,nan,male,101.0,barrio_garin_norte,barreradenise@gmail.com,1623
1591,universidad tecnológica nacional,técnico para bioterios,2020-12-27,jodi hutchinson,nan,female,101.0,almacen_el_descanso,richard49@yahoo.com,2752
1592,universidad tecnológica nacional,ciencias veterinarias,2020-11-30,deborah ayers,nan,female,78.0,1_de_mayo,martinezernest@hotmail.com,3263
1593,universidad tecnológica nacional,ciencias veterinarias,2020-11-30,deborah ayers,nan,female,78.0,1_de_mayo,martinezernest@hotmail.com,3362
1594,universidad tecnológica nacional,bioquímica,2021-01-22,yvonne graham,nan,female,83.0,agua_hedionda,wagnerdavid@yahoo.com,5705
1595,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-02,yvonne nguyen,nan,female,68.0,campo_de_galnasi,perkinsjohn@gmail.com,3501
1596,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-17,laura lee,nan,female,20.0,colonia_campo_piaggio,ethan16@yahoo.com,2252
1597,universidad tecnológica nacional,ingeniería mecánica,2020-12-16,donald cox,nan,male,56.0,la_aguada_de_las_animas,fshelton@hotmail.com,5871
1598,universidad tecnológica nacional,técnico para bioterios,2020-09-05,andrew friedman,nan,male,57.0,san_justo,carolroberts@yahoo.com,1754
1599,universidad tecnológica nacional,medicina,2020-10-30,clinton lara,nan,male,114.0,agua_negra,youngjacob@yahoo.com,4101
1600,universidad tecnológica nacional,medicina,2020-10-30,clinton lara,nan,male,114.0,agua_negra,youngjacob@yahoo.com,4512
1601,universidad tecnológica nacional,ciencias veterinarias,2020-12-29,michael lee,nan,male,113.0,estacion_la_rinconada,epatton@hotmail.com,5433
1602,universidad tecnológica nacional,diseño de imagen y sonido,2021-01-05,lisa sullivan,nan,female,45.0,arrayanal,kimberly17@yahoo.com,4503
1603,universidad tecnológica nacional,contador público,2020-11-28,andrew terry,nan,male,105.0,colonia_la_oracion,lisaburns@yahoo.com,6307
1604,universidad tecnológica nacional,licenciatura en ciencia política,2021-01-29,corey clark,nan,male,102.0,la_tranca,robert49@yahoo.com,5421
1605,universidad tecnológica nacional,diseño de imagen y sonido,2021-01-01,sonya houston,nan,female,41.0,colonia_la_oracion,caitlinchan@hotmail.com,6307
1606,universidad tecnológica nacional,actuario,2020-09-15,mikayla bailey,nan,female,111.0,agua_negra,johnburns@yahoo.com,4101
1607,universidad tecnológica nacional,actuario,2020-09-15,mikayla bailey,nan,female,111.0,agua_negra,johnburns@yahoo.com,4512
1608,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-12-15,rita gonzales,nan,female,58.0,de_bruyn,klarson@yahoo.com,6031
1609,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-02,courtney williams,nan,female,69.0,de_la_canal,cartervirginia@hotmail.com,7013
1610,universidad tecnológica nacional,arquitectura,2020-11-26,madison hart,nan,female,97.0,villa_saboya,andrerodriguez@yahoo.com,6101
1611,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-08,mr. joshua lyons,nan,male,94.0,antumpa,carmstrong@hotmail.com,4632
1612,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021-01-20,rachel robles,nan,female,89.0,huasa_pampa_norte,shenderson@yahoo.com,4163
1613,universidad tecnológica nacional,técnico para bioterios,2020-10-20,alexandra duarte,nan,female,47.0,campo_calvo,smithsherry@yahoo.com,2123
1614,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-26,rachael washington,nan,female,18.0,adela,melissa02@gmail.com,7136
1615,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-04,christopher harris,nan,male,79.0,arroyo_grande,smithmichelle@yahoo.com,3203
1616,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-04,christopher harris,nan,male,79.0,arroyo_grande,smithmichelle@yahoo.com,3470
1617,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-04,christopher harris,nan,male,79.0,arroyo_grande,smithmichelle@yahoo.com,7174
1618,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021-01-23,loretta carter,nan,female,73.0,cañadon_caliente,dbradley@hotmail.com,9213
1619,universidad tecnológica nacional,arquitectura,2020-12-07,cathy berry,nan,female,71.0,enrique_fynn,raymond02@gmail.com,1741
1620,universidad tecnológica nacional,actuario,2020-11-15,amanda ryan,nan,female,30.0,isla_tigre,milleraustin@hotmail.com,3583
1621,universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-23,mr. andrew compton,nan,male,63.0,aguada_guzman,kenneth91@yahoo.com,8333
1622,universidad tecnológica nacional,diseño industrial,2020-09-12,andrew lane,nan,male,85.0,alpasinche,joepeterson@gmail.com,5325
1623,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-18,kathleen moore,nan,female,31.0,arroyo_moreira,garciabenjamin@yahoo.com,3181
1624,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-30,dr. ryan adkins dds,nan,male,71.0,colman,alexanderhenry@hotmail.com,7201
1625,universidad tecnológica nacional,medicina,2020-11-21,peter ramsey,nan,male,16.0,adolfo_alsina,reyesjeff@hotmail.com,2311
1626,universidad tecnológica nacional,medicina,2020-11-21,peter ramsey,nan,male,16.0,adolfo_alsina,reyesjeff@hotmail.com,6430
1627,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-23,michael rhodes,nan,male,86.0,aldecon,nbeard@gmail.com,7406
1628,universidad tecnológica nacional,actuario,2020-12-03,patricia kennedy,nan,female,110.0,frigorifico_cap,phillipssabrina@gmail.com,9421
1629,universidad tecnológica nacional,diseño industrial,2021-01-20,kayla zimmerman,nan,female,113.0,vicente_lopez,hharrison@hotmail.com,1638
1630,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021-01-13,tiffany moreno,nan,female,85.0,caminera,ericgonzalez@gmail.com,8370
1631,universidad tecnológica nacional,diseño industrial,2021-01-25,natasha porter,nan,female,48.0,alma_grande,mackmanuel@hotmail.com,9015
1632,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-16,laura dean,nan,female,74.0,base_aeronaval_punta_indio,hnovak@yahoo.com,1919
1633,universidad tecnológica nacional,licenciatura en administración,2020-12-21,christine kelly,nan,female,88.0,kilometro_184,james44@hotmail.com,3620
1634,universidad tecnológica nacional,agronomía,2020-09-20,robert gonzales,nan,male,87.0,la_aguada_de_las_animas,mark37@yahoo.com,5871
1635,universidad tecnológica nacional,ciencias veterinarias,2020-09-02,kendra ibarra,nan,female,70.0,el_gualicho,steelegarrett@gmail.com,7200
1636,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-29,thomas shelton,nan,male,66.0,abra_del_trigo,zacharyhuang@yahoo.com,4501
1637,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-11,franklin stevens,nan,male,59.0,los_antiguos,christopherrobbins@gmail.com,9041
1638,universidad tecnológica nacional,diseño de imagen y sonido,2020-12-09,tracy wilson,nan,female,114.0,chimpay,dallen@yahoo.com,8364
1639,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-13,mary simmons,nan,female,92.0,empalme_frontera,sjenkins@hotmail.com,5553
1640,universidad tecnológica nacional,licenciatura en administración,2020-12-25,deanna porter,nan,female,48.0,las_hermanas,fhinton@yahoo.com,7412
1641,universidad tecnológica nacional,actuario,2020-09-03,robert mcdaniel,nan,male,113.0,estacion_de_zootecnia_b,zsims@hotmail.com,4000
1642,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-16,william bradshaw,nan,male,34.0,hospital_necochea,johnjackson@yahoo.com,7630
1643,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-15,patrick lynch,nan,male,19.0,agua_negra,uperez@hotmail.com,4101
1644,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-15,patrick lynch,nan,male,19.0,agua_negra,uperez@hotmail.com,4512
1645,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-30,michael miranda,nan,male,34.0,agua_rica,tnicholson@hotmail.com,5611
1646,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-10,monica williams,nan,female,30.0,la_salada,zimmermanbrandon@yahoo.com,1774
1647,universidad tecnológica nacional,actuario,2020-12-04,dana orozco,nan,female,33.0,bajo_guazu,gnelson@yahoo.com,3421
1648,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021-01-27,jonathan lin,nan,male,21.0,barros_pazos,nicolebailey@hotmail.com,3569
1649,universidad tecnológica nacional,licenciatura en artes,2021-01-19,tracy eaton,nan,female,78.0,rafael_calzada,alexandermorales@hotmail.com,1847
1650,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-23,willie jacobson,nan,male,109.0,diego_lopez,jacksonkenneth@hotmail.com,3180
1651,universidad tecnológica nacional,técnico para bioterios,2021-01-11,melinda robinson,nan,female,59.0,campo_andino,alexander78@yahoo.com,3021
1652,universidad tecnológica nacional,contador público,2020-10-13,gregory harvey,nan,male,81.0,cañada_la_negra,kristina14@gmail.com,5881
1653,universidad tecnológica nacional,arquitectura,2020-12-08,michele perry,nan,female,63.0,agrelo,marklee@hotmail.com,5509
1654,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-13,shawn gregory,nan,male,41.0,ingeniero_allan,imendoza@yahoo.com,1891
1655,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-20,alyssa alvarez,nan,female,46.0,agua_colorada,kennethsantana@gmail.com,4119
1656,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-20,alyssa alvarez,nan,female,46.0,agua_colorada,kennethsantana@gmail.com,4724
1657,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-20,alyssa alvarez,nan,female,46.0,agua_colorada,kennethsantana@gmail.com,4750
1658,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-20,alyssa alvarez,nan,female,46.0,agua_colorada,kennethsantana@gmail.com,5275
1659,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-20,alyssa alvarez,nan,female,46.0,agua_colorada,kennethsantana@gmail.com,5383
1660,universidad tecnológica nacional,técnico para bioterios,2020-12-17,connor diaz,nan,male,79.0,abel,terrymolina@gmail.com,6450
1661,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-09,allison francis,nan,female,27.0,colonia_falco,jenniferwong@yahoo.com,3188
1662,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2021-01-12,rebecca jones,nan,female,47.0,muñiz,cassidysmith@gmail.com,1663
1663,universidad tecnológica nacional,ingeniería electrónica,2020-10-28,kenneth williams,nan,male,80.0,colonia_roca,michellemcdowell@gmail.com,3327
1664,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-17,walter harris,nan,male,69.0,cabred,wardchristine@gmail.com,3232
1665,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-07,ebony cook,nan,female,92.0,monte_chingolo,fitzgeraldjohn@gmail.com,1825
1666,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021-01-29,rachel lee,nan,female,76.0,barrancas,aaguilar@gmail.com,2246
1667,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-17,megan hill,nan,female,62.0,barrio_belgrano,jeffrey79@hotmail.com,4146
1668,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-15,stephanie hicks,nan,female,77.0,chiclana,hsantiago@yahoo.com,6476
1669,universidad tecnológica nacional,bioquímica,2020-11-04,kyle haney,nan,male,22.0,libano,allison79@yahoo.com,7407
1670,universidad tecnológica nacional,agronomía,2020-12-29,hannah miles,nan,female,103.0,azopardo,jeffrey14@gmail.com,8181
1671,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-10,douglas duncan,nan,male,52.0,abra_el_candado,jesus00@hotmail.com,4124
1672,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-30,rachel gilbert,nan,female,76.0,cheroguita,brettball@hotmail.com,3358
1673,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-10-06,larry wood,nan,male,52.0,alto_de_las_plumas,edwardsnatasha@yahoo.com,9101
1674,universidad tecnológica nacional,licenciatura en ciencia política,2020-11-20,courtney smith,nan,female,56.0,igarzabal,renee08@hotmail.com,8512
1675,universidad tecnológica nacional,arquitectura,2020-10-09,kristin adams,nan,female,25.0,cuartel_vii,eroberts@yahoo.com,6050
1676,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-17,rodney ferguson,nan,male,89.0,goyena,bradleywilson@hotmail.com,8175
1677,universidad tecnológica nacional,licenciatura en administración,2020-09-10,tiffany carter,nan,female,114.0,kilometro_125,vbrown@yahoo.com,6600
1678,universidad tecnológica nacional,licenciatura en administración,2020-09-10,tiffany carter,nan,female,114.0,kilometro_125,vbrown@yahoo.com,6720
1679,universidad tecnológica nacional,actuario,2020-11-25,timothy king,nan,male,90.0,jose_clemente_paz,zachary18@hotmail.com,1665
1680,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-04,marissa williamson,nan,female,29.0,base_naval_rio_santiago,williamsclaudia@yahoo.com,1929
1681,universidad tecnológica nacional,ciencias veterinarias,2021-01-27,timothy price,nan,male,104.0,acaragua,jacob91@gmail.com,3361
1682,universidad tecnológica nacional,actuario,2020-11-03,laura matthews,nan,female,113.0,boca_p_25,keithrodriguez@gmail.com,2600
1683,universidad tecnológica nacional,actuario,2020-09-06,kimberly page,nan,female,73.0,la_pelada,tsmith@hotmail.com,3027
1684,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-27,sharon mosley,nan,female,84.0,balderrama,tanyadawson@yahoo.com,4166
1685,universidad tecnológica nacional,técnico para bioterios,2021-01-06,krystal johnson,nan,female,57.0,ambas_puntillas,hensleysusan@hotmail.com,5442
1686,universidad tecnológica nacional,licenciatura en ciencia política,2020-10-23,rhonda hansen,nan,female,73.0,campo_moises_seccion_1a,kyle54@yahoo.com,6383
1687,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-03,samantha brandt,nan,female,60.0,la_punta,smithmegan@yahoo.com,5710
1688,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-09,eric fisher,nan,male,31.0,22_de_mayo,mollymcdonald@yahoo.com,2124
1689,universidad tecnológica nacional,arquitectura,2020-09-03,bradley anthony,nan,male,111.0,colonia_berro,browncameron@gmail.com,3128
1690,universidad tecnológica nacional,ciencias veterinarias,2020-10-02,chelsea lynch,nan,female,99.0,chancay,gomezlee@yahoo.com,6017
1691,universidad tecnológica nacional,actuario,2020-10-23,emily davidson,nan,female,19.0,est_jauregui_va_flandria,jamesadams@gmail.com,6706
1692,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-21,kenneth gutierrez,nan,male,90.0,sierra_de_la_ventana,lewispaul@hotmail.com,8168
1693,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-04,eric bender,nan,male,18.0,cullin_manzano,hblackburn@hotmail.com,8401
1694,universidad tecnológica nacional,arquitectura,2020-11-14,ashley anderson,nan,female,77.0,barranquitas,rodriguezmelanie@gmail.com,3000
1695,universidad tecnológica nacional,arquitectura,2020-11-14,ashley anderson,nan,female,77.0,barranquitas,rodriguezmelanie@gmail.com,5474
1696,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-22,gary gilbert,nan,male,92.0,bustamante,powersedward@yahoo.com,4184
1697,universidad tecnológica nacional,medicina,2020-09-07,jennifer york,nan,female,65.0,aguaditas,harmonkatherine@yahoo.com,5707
1698,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-15,sean west,nan,male,22.0,colonia_devoto,ericagonzalez@yahoo.com,6325
1699,universidad tecnológica nacional,medicina,2020-10-09,devin reed,nan,male,27.0,baños_termales,thomas49@gmail.com,5345
1700,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-30,ms. kathy estrada,nan,female,29.0,campo_gimenez,tonya36@hotmail.com,2253
1701,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-28,brandon craig,nan,male,112.0,barrancas_coloradas,fhill@hotmail.com,6300
1702,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-13,sheila mcdaniel,nan,female,50.0,alongo,taylormoore@hotmail.com,4161
1703,universidad tecnológica nacional,ingeniería en informática,2021-01-26,emily parker,nan,female,69.0,2_de_mayo,hoffmancarrie@gmail.com,3364
1704,universidad tecnológica nacional,ingeniería en informática,2021-01-26,emily parker,nan,female,69.0,2_de_mayo,hoffmancarrie@gmail.com,3722
1705,universidad tecnológica nacional,actuario,2020-10-09,michael cameron,nan,male,91.0,gobernador_roca,heather16@hotmail.com,3324
1706,universidad tecnológica nacional,arquitectura,2020-09-25,tiffany nicholson,nan,female,101.0,esc_nav_militar_rio_sant,devon39@gmail.com,1927
1707,universidad tecnológica nacional,ingeniería mecánica,2020-11-30,timothy ward,nan,male,60.0,el_sombrerito,nathansanchez@hotmail.com,3585
1708,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-27,monique campbell,nan,female,48.0,aldea_brasilera,thomasfrazier@gmail.com,3101
1709,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2021-01-18,kurt miller,nan,male,59.0,costa_del_nogoya,ortizamy@hotmail.com,3155
1710,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-09,brandon price,nan,male,57.0,algarrobo,tfowler@yahoo.com,2935
1711,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-09,brandon price,nan,male,57.0,algarrobo,tfowler@yahoo.com,3441
1712,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-09,brandon price,nan,male,57.0,algarrobo,tfowler@yahoo.com,6531
1713,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-09,brandon price,nan,male,57.0,algarrobo,tfowler@yahoo.com,8136
1714,universidad tecnológica nacional,agronomía,2021-02-01,james melendez,nan,male,91.0,agua_linda,jeffreyheath@yahoo.com,5753
1715,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-31,william duncan,nan,male,59.0,leubuco,jenniferbryan@gmail.com,6338
1716,universidad tecnológica nacional,ciencias veterinarias,2020-10-28,james dawson,nan,male,85.0,banfield,oholmes@yahoo.com,1828
1717,universidad tecnológica nacional,diseño de imagen y sonido,2020-12-27,carla ayers,nan,female,38.0,caaguazu,vcook@gmail.com,3472
1718,universidad tecnológica nacional,licenciatura en artes,2020-12-23,miss rachel smith,nan,female,38.0,saladillo_norte,watsonlisa@hotmail.com,7261
1719,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-16,melissa torres,nan,female,22.0,arroyo_baru,tarasolis@gmail.com,3269
1720,universidad tecnológica nacional,arquitectura,2020-09-29,tammy dean,nan,female,103.0,quilmes,timothy23@gmail.com,1878
1721,universidad tecnológica nacional,diseño industrial,2020-09-20,anthony ramirez,nan,male,59.0,abra_del_trigo,riosjonathan@gmail.com,4501
1722,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-07,casey johnson,nan,female,45.0,cabildo,danielanderson@gmail.com,8118
1723,universidad tecnológica nacional,agronomía,2020-09-12,elizabeth jackson,nan,female,65.0,campo_de_galnasi,michael12@gmail.com,3501
1724,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-28,hannah ferguson,nan,female,58.0,agua_de_la_zorra,joneswilliam@gmail.com,5460
1725,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-12,whitney wong,nan,female,62.0,arroyo_canelon,anthony97@gmail.com,1625
1726,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-31,mitchell sanchez,nan,male,50.0,isla_victoria,garrettmichael@gmail.com,8400
1727,universidad tecnológica nacional,medicina,2020-10-12,mary flores,nan,female,111.0,guillermo_e_hudson,jmcdonald@gmail.com,1885
1728,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-13,barbara rivera,nan,female,47.0,capilla_del_señor,reyescaitlyn@hotmail.com,2812
1729,universidad tecnológica nacional,licenciatura en artes,2021-01-31,jessica small,nan,female,72.0,la_oriental,cynthia23@yahoo.com,6022
1730,universidad tecnológica nacional,licenciatura en psicología,2021-01-18,lisa payne,nan,female,99.0,merlo,usuarez@yahoo.com,1722
1731,universidad tecnológica nacional,técnico para bioterios,2020-10-24,gabriella gomez,nan,female,100.0,lomas_del_mirador,scook@gmail.com,1752
1732,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-17,robert lara,nan,male,37.0,san_lorenzo,davidvelasquez@yahoo.com,5757
1733,universidad tecnológica nacional,diseño industrial,2020-12-13,michael gardner,nan,male,49.0,ingeniero_adolfo_sourdeaux,romerovincent@yahoo.com,1612
1734,universidad tecnológica nacional,ingeniería mecánica,2020-10-06,rhonda rodriguez,nan,female,62.0,bella_vista,alejandro44@gmail.com,1661
1735,universidad tecnológica nacional,ingeniería mecánica,2020-10-06,rhonda rodriguez,nan,female,62.0,bella_vista,alejandro44@gmail.com,3432
1736,universidad tecnológica nacional,ingeniería mecánica,2020-10-06,rhonda rodriguez,nan,female,62.0,bella_vista,alejandro44@gmail.com,4622
1737,universidad tecnológica nacional,ingeniería mecánica,2020-10-06,rhonda rodriguez,nan,female,62.0,bella_vista,alejandro44@gmail.com,5381
1738,universidad tecnológica nacional,ingeniería mecánica,2020-10-06,rhonda rodriguez,nan,female,62.0,bella_vista,alejandro44@gmail.com,5835
1739,universidad tecnológica nacional,licenciatura en administración,2021-01-06,sheryl walker,nan,female,110.0,chelforo,maryandersen@gmail.com,8366
1740,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-21,jeffrey lynn,nan,male,86.0,centenario,lstafford@yahoo.com,8309
1741,universidad tecnológica nacional,licenciatura en ciencia política,2020-11-17,anna phillips,nan,female,51.0,cañadon_leon,pbrown@gmail.com,9311
1742,universidad tecnológica nacional,agronomía,2020-12-15,mr. oscar king dds,nan,male,16.0,arroyo_vega,karl38@gmail.com,3196
1743,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-18,rachel dean,nan,female,27.0,colonia_las_yescas,webbmegan@hotmail.com,6513
1744,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-21,deborah woodard,nan,female,33.0,campo_garay,daniel61@yahoo.com,3066
1745,universidad tecnológica nacional,técnico para bioterios,2020-09-05,terry lopez,nan,male,109.0,avellaneda,leonardmcgee@gmail.com,1870
1746,universidad tecnológica nacional,técnico para bioterios,2020-09-05,terry lopez,nan,male,109.0,avellaneda,leonardmcgee@gmail.com,3561
1747,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-18,kathryn carson,nan,female,113.0,chumbicha,vanderson@yahoo.com,4728
1748,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-02,melissa austin,nan,female,104.0,canning,thomas75@yahoo.com,1804
1749,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-14,brianna patterson,nan,female,83.0,buena_nueva,hutchinsonkimberly@yahoo.com,5523
1750,universidad tecnológica nacional,diseño industrial,2021-01-30,ronald smith,nan,male,110.0,del_viso,alexis21@hotmail.com,1669
1751,universidad tecnológica nacional,agronomía,2020-11-29,laurie bowen,nan,female,44.0,francisco_madero,hughessheila@hotmail.com,6472
1752,universidad tecnológica nacional,técnico para bioterios,2020-10-11,jamie parker,nan,female,87.0,2_de_mayo,brendamoore@hotmail.com,3364
1753,universidad tecnológica nacional,técnico para bioterios,2020-10-11,jamie parker,nan,female,87.0,2_de_mayo,brendamoore@hotmail.com,3722
1754,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-12,antonio phillips,nan,male,18.0,campo_la_plata,vicki10@yahoo.com,7623
1755,universidad tecnológica nacional,ingeniería electrónica,2021-01-07,jason parker,nan,male,45.0,las_hermanas,nicholsnicholas@gmail.com,7412
1756,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-04,sean hall,nan,male,106.0,colonia_la_negra,camacholauren@hotmail.com,3054
1757,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-29,randall hughes,nan,male,74.0,bella_union_paraje,alfredescobar@yahoo.com,3206
1758,universidad tecnológica nacional,farmacia,2020-10-05,ashley phillips,nan,female,108.0,arroyo_ceibal,gibsoncrystal@hotmail.com,3416
1759,universidad tecnológica nacional,farmacia,2020-10-05,ashley phillips,nan,female,108.0,arroyo_ceibal,gibsoncrystal@hotmail.com,3575
1760,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-28,duane guerrero,nan,male,99.0,bahia_tranquila,michaelwilliams@gmail.com,9405
1761,universidad tecnológica nacional,arquitectura,2020-10-25,timothy young,nan,male,102.0,colonia_el_simbol,oestrada@gmail.com,3074
1762,universidad tecnológica nacional,arquitectura,2020-10-14,alexandra hart,nan,female,41.0,abra_del_tafi,foxstephanie@gmail.com,4105
1763,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,jaime robinson,nan,female,101.0,campo_coubert,brendabaker@gmail.com,3056
1764,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-11,gail miller,nan,female,26.0,colonia_hansen,fdunn@yahoo.com,2637
1765,universidad tecnológica nacional,licenciatura en sociología,2020-09-05,anthony shaw jr.,nan,male,39.0,antonio_pini,heathershaw@hotmail.com,3061
1766,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-12,alexa cruz phd,nan,female,40.0,aguara_grande,smithdavid@gmail.com,3071
1767,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-18,mark norris,nan,male,57.0,aldea_apeleg,foleyjulie@yahoo.com,9033
1768,universidad tecnológica nacional,actuario,2020-10-21,justin price,nan,male,30.0,nordelta,rowecharlotte@gmail.com,1670
1769,universidad tecnológica nacional,farmacia,2020-11-05,robert hall,nan,male,113.0,campo_de_los_toros,karen46@hotmail.com,6311
1770,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-19,calvin shaffer,nan,male,64.0,el_socorro,dlee@gmail.com,2715
1771,universidad tecnológica nacional,licenciatura en artes,2020-10-02,scott lewis,nan,male,100.0,caminera_lujan,bgarcia@gmail.com,6700
1772,universidad tecnológica nacional,agronomía,2020-12-16,brian ward,nan,male,60.0,capilla_guadalupe_norte,erinbrown@yahoo.com,3574
1773,universidad tecnológica nacional,licenciatura en artes,2020-11-03,peggy anderson,nan,female,61.0,campo_del_norte_americano,evansalex@hotmail.com,8185
1774,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-08,james hayes,nan,male,40.0,algarrobo_verde,ortegaronald@gmail.com,5443
1775,universidad tecnológica nacional,ciencias veterinarias,2020-09-12,veronica scott,nan,female,79.0,agua_de_las_palomas,natalie90@yahoo.com,4741
1776,universidad tecnológica nacional,licenciatura en administración,2020-10-22,diana crawford,nan,female,64.0,20_de_septiembre,jacobbaldwin@hotmail.com,3158
1777,universidad tecnológica nacional,licenciatura en artes,2021-01-12,danielle mason,nan,female,43.0,gouin,zgray@hotmail.com,6727
1778,universidad tecnológica nacional,diseño de imagen y sonido,2020-12-08,renee potter,nan,female,61.0,la_chirlandia,james96@hotmail.com,8203
1779,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-23,jenna kirk,nan,female,101.0,arroyo_ceibal,kathryngoodman@gmail.com,3416
