;inscription_dates;university;carrera;first_name;last_name;gender;age;postal_code;location;email
1447;20/Dec/16;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Kyle-jones;M;;;Colonia-la-blanquita;Wrighteric@yahoo.com
1448;20/Sep/02;-universidad-abierta-interamericana;Bioquímica;;Thomas-chapman;M;;;Esmeralda;Vjohnson@yahoo.com
1449;20/Dec/07;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Ryan-martin;M;;;Alisos--de-abajo;Anthonymorrison@hotmail.com
1450;20/Nov/16;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Darrell-mclaughlin;M;;;Aimogasta;Jennifer18@yahoo.com
1451;20/Nov/08;-universidad-abierta-interamericana;Ciencias-veterinarias;;Patricia-banks;F;;;Algarrobal-puisoye;Rspears@gmail.com
1452;20/Oct/18;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Sandy-wilson;F;;;Acerillos;Joseph45@gmail.com
1453;20/Oct/24;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Maureen-gallagher;F;;;Arroyo-las-minas;Foxemily@gmail.com
1454;20/Dec/09;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Tina-andrews;F;;;Aguirrezabala;Bensonsharon@yahoo.com
1455;20/Dec/10;-universidad-abierta-interamericana;Medicina;;Sara-frazier;F;;;Aeropuerto-ezeiza;Samanthafleming@gmail.com
1456;20/Oct/15;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Stacie-mckinney;F;;;El-campamento;Watsonjames@yahoo.com
1457;20/Dec/31;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Michael-simpson;M;;;Estacion-saguier;Ucurtis@gmail.com
1458;21/Jan/10;-universidad-abierta-interamericana;Bioquímica;;Natalie-williams;F;;;3-de-mayo;Sonia08@gmail.com
1459;20/Nov/28;-universidad-abierta-interamericana;Actuario-;;Patty-washington;F;;;Juan-e-barra;Pamela31@yahoo.com
1460;20/Oct/25;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Gina-conley;F;;;Agua-de-dionisio;Penningtoncatherine@gmail.com
1461;20/Nov/21;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Ms.-jennifer-carrillo;F;;;Campo-la-nena;Dwood@hotmail.com
1462;20/Dec/16;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Stacy-perkins;F;;;Campo-gimenez;Fjohnson@yahoo.com
1463;20/Oct/16;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;David-bryan;M;;;Abra-del-tafi;Garyross@yahoo.com
1464;20/Sep/18;-universidad-abierta-interamericana;Ingeniería-electrónica;;Brad-johnson;M;;;Ochenta-y-cuatro;Riveracaleb@gmail.com
1465;20/Sep/05;-universidad-abierta-interamericana;Actuario-;;Patrick-tran;M;;;Arroyo-salado;Bernardbrittany@hotmail.com
1466;21/Jan/26;-universidad-abierta-interamericana;Medicina;;Allison-williams-phd;F;;;Bonpland-norte;Jbrennan@yahoo.com
1467;20/Sep/09;-universidad-abierta-interamericana;Actuario-;;Monica-mcconnell;F;;;Abra-de-hinojo;Ray55@hotmail.com
1468;20/Oct/17;-universidad-abierta-interamericana;Arquitectura;;Sandra-townsend;F;;;Aguas-de-las-mulas;Bcontreras@yahoo.com
1469;20/Sep/30;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;James-mann;M;;;Colonia-arocena-ina;Bclark@yahoo.com
1470;20/Sep/08;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Jeff-callahan;M;;;Arroyo-salado;Coreyayers@hotmail.com
1471;21/Jan/19;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Laurie-atkinson;F;;;Francisco-casal;Clayroy@gmail.com
1472;21/Jan/17;-universidad-abierta-interamericana;Ingeniería-mecánica;;Jeffrey-wilson;M;;;Colonia-las-yescas;Butlernicholas@yahoo.com
1473;21/Jan/20;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Caitlyn-rivera;F;;;Kilometro-77;Ubaker@yahoo.com
1474;20/Sep/07;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Amanda-salinas;F;;;Chivilcoy;Meadowsdaniel@gmail.com
1475;20/Nov/02;-universidad-abierta-interamericana;Ingeniería-electrónica;;Jeremy-eaton;M;;;Almirante-solier;Hendersonamy@gmail.com
1476;20/Sep/17;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Calvin-campbell;M;;;Gonzalez-moreno;Doughertykimberly@yahoo.com
1477;20/Nov/01;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Robert-obrien;M;;;Camet;Lovelindsay@hotmail.com
1478;20/Oct/18;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Drew-meyers;M;;;Calle-larga-vieja;Anthonytanner@yahoo.com
1479;21/Jan/23;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Jeremy-sanchez;M;;;Campo-caretto;Wdelgado@gmail.com
1480;21/Jan/03;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;David-gonzales;M;;;Fortin-lavalle;Laurascott@gmail.com
1481;21/Jan/25;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Theresa-hughes;F;;;Puesto-de-isla;Romanjohn@hotmail.com
1482;20/Sep/19;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Tammy-duncan;F;;;Campo-salusso;Margaretcasey@gmail.com
1483;20/Sep/13;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Jeremy-nelson;M;;;La-torrecita;Ewade@gmail.com
1484;20/Sep/22;-universidad-abierta-interamericana;Arquitectura;;Micheal-beard;M;;;4-de-noviembre;Ssimmons@yahoo.com
1485;20/Dec/25;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Amy-kennedy;F;;;Merlo;Derek36@yahoo.com
1486;20/Oct/01;-universidad-abierta-interamericana;Arquitectura;;Tammy-montgomery;F;;;Cortaderas;Harrisonkaren@yahoo.com
1487;20/Dec/06;-universidad-abierta-interamericana;Diseño-industrial;;Keith-martinez;M;;;Bigand;Marcia13@gmail.com
1488;21/Jan/13;-universidad-abierta-interamericana;Ingeniería-mecánica;;Christopher-hensley;M;;;Cascada-los-cantaros;David25@gmail.com
1489;20/Sep/11;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Devin-morales;M;;;Cañadita;Gordon50@gmail.com
1490;20/Dec/04;-universidad-abierta-interamericana;Contador-público-;;Trevor-dean;M;;;Aldea-beleiro;Laurenpierce@yahoo.com
1491;20/Oct/13;-universidad-abierta-interamericana;Diseño-industrial;;Felicia-washington;F;;;El-durazno;Jennifer06@hotmail.com
1492;20/Nov/09;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Raymond-mcconnell;M;;;Alfalad;Smithmichael@hotmail.com
1493;20/Nov/29;-universidad-abierta-interamericana;Medicina;;Beth-phillips;F;;;Campo-la-flor-los-ralos;Rebeccamoreno@hotmail.com
1494;20/Dec/07;-universidad-abierta-interamericana;Diseño-industrial;;William-roberts;M;;;La-torrecita;Robertmoreno@yahoo.com
1495;20/Dec/01;-universidad-abierta-interamericana;Ciencias-veterinarias;;Bruce-morris;M;;;Chovet;Johnsonthomas@yahoo.com
1496;20/Dec/12;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Jessica-may;F;;;Argerich;Elizabethmartinez@yahoo.com
1497;20/Sep/07;-universidad-abierta-interamericana;Ingeniería-electrónica;;Manuel-lopez;M;;;2-de-mayo;Carol80@hotmail.com
1498;20/Sep/02;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Suzanne-hall;F;;;Huanqueros;Katie66@yahoo.com
1499;20/Nov/26;-universidad-abierta-interamericana;Arquitectura;;Michael-paul;M;;;Haras-san-jacinto;Krogers@hotmail.com
1500;20/Oct/28;-universidad-abierta-interamericana;Contador-público-;;Nathan-wilkinson;M;;;Chilecito;Christopher65@hotmail.com
1501;20/Dec/22;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Richard-rios;M;;;Colman;Donaldbrady@gmail.com
1502;20/Nov/12;-universidad-abierta-interamericana;Ingeniería-electrónica;;Michelle-hill;F;;;Barrio-belgrano;Brownkaren@yahoo.com
1503;20/Sep/28;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Andrea-dixon;F;;;Avena;Richard83@yahoo.com
1504;20/Dec/23;-universidad-abierta-interamericana;Ciencias-veterinarias;;Janet-landry;F;;;Alberti;Ljefferson@hotmail.com
1505;20/Dec/11;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Richard-shaffer;M;;;La-chirlandia;Hollandashley@gmail.com
1506;20/Sep/22;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Michael-pitts;M;;;El-guanaco;Zwilliams@gmail.com
1507;20/Sep/14;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Keith-taylor;M;;;El-rincon;Christopher44@gmail.com
1508;20/Sep/03;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Timothy-holmes;M;;;Asuncion;Matthewjohnson@gmail.com
1509;20/Sep/24;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;William-davis;M;;;El-jupiter;Nancyjohns@yahoo.com
1510;20/Oct/07;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Christopher-donaldson;M;;;Cespedes;Jonestony@yahoo.com
1511;20/Oct/04;-universidad-abierta-interamericana;Ingeniería-electrónica;;Jennifer-schwartz;F;;;11-de-mayo;Alishafranklin@hotmail.com
1512;20/Dec/01;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Sophia-morales;F;;;Villa-de-mayo;Patricia24@yahoo.com
1513;21/Jan/07;-universidad-abierta-interamericana;Medicina;;Gregory-freeman;M;;;Espartillar;Louis68@gmail.com
1514;21/Jan/09;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Christine-edwards;F;;;La-gama;Lisaallen@yahoo.com
1515;21/Jan/26;-universidad-abierta-interamericana;Actuario-;;Alyssa-marsh;F;;;Barrio-belgrano-ortiz;Colemiller@hotmail.com
1516;20/Sep/10;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Michele-johnson;F;;;Amilgancho;Michael50@hotmail.com
1517;20/Nov/20;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Evan-dickson;M;;;Villa-de-mayo;Zunigawilliam@hotmail.com
1518;20/Sep/04;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Wesley-spencer;M;;;Chapanay;Woodwarddawn@yahoo.com
1519;20/Oct/21;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Ashley-campos;F;;;Empalme;Omcclure@yahoo.com
1520;20/Sep/30;-universidad-abierta-interamericana;Medicina;;Paul-henderson;M;;;Alvarez-jonte;Alexanderamy@hotmail.com
1521;20/Oct/01;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Heather-greene;F;;;Campo-de-villamil;Johnsonisabella@gmail.com
1522;20/Dec/05;-universidad-abierta-interamericana;Ciencias-veterinarias;;Andrea-scott;F;;;Villa-eloisa;Ortegajoseph@hotmail.com
1523;20/Oct/20;-universidad-abierta-interamericana;Ingeniería-mecánica;;Tanya-coleman;F;;;Colonia-california;Xknight@gmail.com
1524;20/Sep/08;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Deborah-green;F;;;Luis-guillon;Amandawalker@yahoo.com
1525;20/Dec/02;-universidad-abierta-interamericana;Agronomía;;Richard-garrett;M;;;Bajo-las-tunas;Bradleylauren@yahoo.com
1526;20/Dec/14;-universidad-abierta-interamericana;Actuario-;;Carlos-mitchell;M;;;Atahualpa;Sberry@yahoo.com
1527;21/Jan/10;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Maria-brown;F;;;Bajastine;Jenkinsrobin@yahoo.com
1528;21/Jan/12;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Sean-shaw;M;;;Avanzada;Kennethbuck@gmail.com
1529;20/Nov/08;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Theresa-griffin;F;;;Aaron-castellanos;Nathaniel66@gmail.com
1530;20/Sep/10;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Andre-harrington;M;;;Caspinchango;Nford@hotmail.com
1531;20/Nov/23;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Erin-nielsen;F;;;Estancia-las-isletas;Joneswyatt@yahoo.com
1532;20/Sep/18;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Janice-hughes;F;;;Bonnement;Curtis92@gmail.com
1533;20/Oct/08;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Annette-ellis;F;;;Carreras;Stephensmary@hotmail.com
1534;21/Jan/30;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Robert-cole;M;;;Allen;Williamselizabeth@gmail.com
1535;20/Dec/28;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Joshua-phillips;M;;;Rafael-castillo;Jennifer64@hotmail.com
1536;20/Oct/15;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Joseph-orozco;M;;;Girodias;Goodmichelle@gmail.com
1537;20/Sep/07;-universidad-abierta-interamericana;Ingeniería-electrónica;;Brian-smith;M;;;Angostura;Longalexandria@hotmail.com
1538;20/Dec/04;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Tina-williams;F;;;Alto-el-puesto;Santosmiguel@hotmail.com
1539;20/Nov/27;-universidad-abierta-interamericana;Contador-público-;;Matthew-gonzalez;M;;;Aguadita;Lmendoza@yahoo.com
1540;20/Oct/31;-universidad-abierta-interamericana;Ingeniería-electrónica;;Brenda-beck;F;;;3-de-mayo;Lsmith@hotmail.com
1541;20/Nov/25;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Richard-hanson;M;;;Grutly;Elizabethbennett@gmail.com
1542;20/Nov/16;-universidad-abierta-interamericana;Ingeniería-electrónica;;Mrs.-suzanne-mckenzie;F;;;Agrio-balsa;Janelee@gmail.com
1543;21/Jan/01;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Karen-cohen;F;;;Balsa-senillosa;Ujones@yahoo.com
1544;20/Nov/22;-universidad-abierta-interamericana;Farmacia;;Lauren-fernandez;F;;;Dock-sud;Sanchezkatie@hotmail.com
1545;20/Nov/29;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Karen-garcia;F;;;Brea-chimpana;Williamswilliam@hotmail.com
1546;20/Dec/21;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Nicholas-grant;M;;;Aguada-san-roque;Jamesmiller@gmail.com
1547;20/Dec/17;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Desiree-roberts;F;;;Arequito;Ystephens@yahoo.com
1548;21/Jan/06;-universidad-abierta-interamericana;Ingeniería-electrónica;;Amanda-davis;F;;;Juan-vela;Angelawalter@yahoo.com
1549;21/Jan/15;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Nathan-luna;M;;;Agua-amarilla-la-hoyada;Wbrown@gmail.com
1550;20/Sep/22;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Helen-wiggins;F;;;Colonia-valdez;Chad53@gmail.com
1551;21/Jan/18;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Jenny-reynolds;F;;;Carilo;Petersenthomas@yahoo.com
1552;20/Sep/21;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Albert-logan;M;;;Colonia-jauregui;Jessicahampton@gmail.com
1553;21/Jan/01;-universidad-abierta-interamericana;Diseño-industrial;;Brian-mckenzie;M;;;Colonia-avellaneda;Carl83@gmail.com
1554;20/Nov/27;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Harold-lynn;M;;;Campo-rodriguez;Timothyramirez@hotmail.com
1555;21/Jan/22;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Kevin-williams;M;;;17-de-agosto;Paul98@hotmail.com
1556;20/Dec/11;-universidad-abierta-interamericana;Diseño-industrial;;Brenda-simpson;F;;;Abalo;Ericjimenez@hotmail.com
1557;20/Sep/26;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Diane-howard;F;;;Arroyo-grande;Washingtonbarbara@yahoo.com
1558;20/Oct/17;-universidad-abierta-interamericana;Ingeniería-en-informática;;Phillip-li;M;;;El-perdido-est-jose-guisasola;Earlpacheco@yahoo.com
1559;20/Dec/29;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;William-gutierrez;M;;;Estancia-las-isletas;Ewilson@hotmail.com
1560;21/Jan/07;-universidad-abierta-interamericana;Ingeniería-mecánica;;Jessica-powers;F;;;Antiguo;Vanessaleon@gmail.com
1561;21/Jan/05;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Thomas-shelton;M;;;Guamini;Camachomelinda@gmail.com
1562;20/Oct/14;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Michael-washington;M;;;San-mayol;Bradleyjohnny@yahoo.com
1563;20/Sep/30;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Joseph-nelson;M;;;Aguirre-cue;Ithomas@hotmail.com
1564;20/Nov/01;-universidad-abierta-interamericana;Contador-público-;;Robert-parker;M;;;Bordenave;Williamsjessica@hotmail.com
1565;21/Jan/21;-universidad-abierta-interamericana;Ingeniería-mecánica;;Margaret-armstrong;F;;;Agua-de-la-mula;Ttaylor@gmail.com
1566;20/Nov/02;-universidad-abierta-interamericana;Agronomía;;Robert-weber;M;;;Aconquija;Loganmorales@gmail.com
1567;20/Dec/06;-universidad-abierta-interamericana;Ingeniería-electrónica;;Mary-smith;F;;;Cañada-la-negra;Alexanderrodriguez@hotmail.com
1568;20/Dec/25;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Jonathan-wood;M;;;Almirante-brown;Alex66@hotmail.com
1569;20/Oct/06;-universidad-abierta-interamericana;Arquitectura;;Kevin-brady;M;;;Arteaga;Dmorrison@yahoo.com
1570;20/Sep/23;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Abigail-christian;F;;;Colonia-velez;Fieldsjohn@gmail.com
1571;20/Sep/26;-universidad-abierta-interamericana;Ingeniería-electrónica;;Grace-allen;F;;;Alfalad;Kevindavis@yahoo.com
1572;21/Jan/19;-universidad-abierta-interamericana;Ingeniería-electrónica;;Cheryl-jackson;F;;;Colonia-hernandarias;Triciagomez@hotmail.com
1573;20/Sep/17;-universidad-abierta-interamericana;Contador-público-;;Carol-rodriguez;F;;;Argentina-belvedere;Washingtonmisty@gmail.com
1574;20/Nov/06;-universidad-abierta-interamericana;Licenciatura-en-artes;;Jason-rivera;M;;;Calera-la-norma;Freyaaron@gmail.com
1575;20/Sep/26;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Belinda-ballard;F;;;Estacion-yerua;Martinwebb@gmail.com
1576;20/Sep/16;-universidad-abierta-interamericana;Actuario-;;Amy-smith;F;;;La-sara;Brianpeters@hotmail.com
1577;20/Nov/20;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Mark-kelly;M;;;Aero-club-rosario;Gonzaleskim@gmail.com
1578;21/Jan/29;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Cameron-clark;M;;;Ingeniero-balbin;Morgan00@gmail.com
1579;21/Jan/11;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Victoria-carr;F;;;San-mayol;Vschneider@gmail.com
1580;20/Oct/25;-universidad-abierta-interamericana;Bioquímica;;David-avila;M;;;Bahia-lapataia;Amymcguire@gmail.com
1581;20/Oct/31;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Andre-hayden;M;;;Arbol-verde;Shirley50@yahoo.com
1582;20/Dec/04;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Janice-stanley;F;;;Barrio-la-union;Martinchristopher@yahoo.com
1583;20/Oct/24;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;David-phelps;M;;;Canal-15-cerro-de-la-gloria;Garciamatthew@hotmail.com
1584;21/Jan/30;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Melanie-miller;F;;;Los-indios;Ddavis@gmail.com
1585;20/Oct/20;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Eric-buchanan;M;;;Adolfo-gonzales-chaves;Lauren05@yahoo.com
1586;20/Dec/17;-universidad-abierta-interamericana;Ciencias-veterinarias;;Paul-cole;M;;;Britos;Nicholasvazquez@gmail.com
1587;21/Jan/31;-universidad-abierta-interamericana;Arquitectura;;Randall-wise;M;;;Juan-e-barra;Colin85@yahoo.com
1588;20/Oct/15;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Zachary-campos;M;;;Cabure;Yromero@hotmail.com
1589;20/Sep/11;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Johnny-hart;M;;;Arrechea;Tranashley@gmail.com
1590;21/Jan/26;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Darren-rogers;M;;;Antonio-carboni;Cortezgeorge@hotmail.com
1591;20/Dec/07;-universidad-abierta-interamericana;Ciencias-veterinarias;;Joseph-miller;M;;;Chivilcoy;Stephanie98@yahoo.com
1592;20/Oct/31;-universidad-abierta-interamericana;Medicina;;Denise-perez;F;;;Barrio-la-dolly;Robertkeller@hotmail.com
1593;21/Jan/25;-universidad-abierta-interamericana;Diseño-industrial;;Keith-hess;M;;;Ocho-vados;Christinegilmore@gmail.com
1594;20/Sep/01;-universidad-abierta-interamericana;Ingeniería-electrónica;;Vincent-mcdonald;M;;;Apeadero-las-chimbas;Osolomon@yahoo.com
1595;20/Sep/04;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Dawn-thomas;F;;;Carmen;Floresdarren@gmail.com
1596;20/Sep/19;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Stephanie-dorsey;F;;;San-clemente-del-tuyu;Lvalenzuela@yahoo.com
1597;21/Jan/23;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Joel-turner;M;;;La-viticola;Teresawells@gmail.com
1598;20/Sep/02;-universidad-abierta-interamericana;Actuario-;;Kaitlyn-nguyen;F;;;Bajo-de-los-huesos;Kstevens@yahoo.com
1599;20/Dec/01;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Matthew-patterson;M;;;Colonia-leiva;Amandaford@gmail.com
1600;20/Sep/21;-universidad-abierta-interamericana;Agronomía;;Maria-estes;F;;;Balneario-oriente;Craigdiana@yahoo.com
1601;20/Oct/27;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;David-taylor;M;;;Colonia-beaufort;Xortiz@gmail.com
1602;20/Oct/23;-universidad-abierta-interamericana;Ingeniería-electrónica;;Mr.-andrew-rios;M;;;Abra-de-pives;Ojennings@hotmail.com
1603;20/Dec/16;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Ruth-martinez;F;;;Cinco-saltos;Chad12@yahoo.com
1604;20/Dec/21;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Samantha-li;F;;;Alejandro-petion;Hcollins@yahoo.com
1605;20/Sep/11;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Jeffrey-howard-md;M;;;Angostura;Pricemadison@gmail.com
1606;20/Nov/26;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Tiffany-lopez;F;;;Cupiles;Bwall@yahoo.com
1607;20/Sep/26;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Sheri-lopez;F;;;Arroyo-casco;Christopherboyd@hotmail.com
1608;20/Dec/18;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Paul-torres;M;;;El-socorro;Tomriley@yahoo.com
1609;20/Sep/12;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Erin-ochoa;F;;;Antonio-pini;Michaeljohnson@gmail.com
1610;20/Oct/09;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Sara-willis;F;;;Abo-nezu;Johnsontimothy@hotmail.com
1611;20/Nov/24;-universidad-abierta-interamericana;Licenciatura-en-artes;;Lori-garcia;F;;;Juan-f-ibarra;Debra24@yahoo.com
1612;20/Oct/11;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Dr.-david-park;M;;;El-sombrerito;Thomasmorris@gmail.com
1613;20/Dec/25;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Brian-white;M;;;El-campamento;Dixonmaria@hotmail.com
1614;20/Nov/26;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Autumn-bowman;F;;;Abra;Hollymorrison@hotmail.com
1615;20/Sep/08;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Wendy-leon;F;;;Campo-quiñones;Pamelafowler@gmail.com
1616;20/Nov/13;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Kevin-murray;M;;;Buen-pasto;Pkeller@yahoo.com
1617;21/Jan/16;-universidad-abierta-interamericana;Actuario-;;Samuel-white;M;;;Chillar;Amber35@hotmail.com
1618;20/Sep/10;-universidad-abierta-interamericana;Ingeniería-en-informática;;Mr.-christopher-wilkinson-ii;M;;;Masurel;Stevensimon@yahoo.com
1619;20/Sep/26;-universidad-abierta-interamericana;Ingeniería-mecánica;;Ann-williams;F;;;Aneque-grande;Sbrooks@yahoo.com
1620;20/Dec/16;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Daniel-pratt;M;;;Agua-blanca;Shawn98@gmail.com
1621;20/Sep/04;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Kevin-williams;M;;;Almacen-piatti;Andrea01@yahoo.com
1622;21/Jan/13;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Peter-hamilton;M;;;Faro-querandi;Christina23@hotmail.com
1623;20/Dec/15;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Keith-brooks;M;;;Arroyo-ceibal;Gjacobs@hotmail.com
1624;20/Oct/24;-universidad-abierta-interamericana;Contador-público-;;Anthony-bender;M;;;Cañadon-del-corral;Ysantana@hotmail.com
1625;20/Oct/09;-universidad-abierta-interamericana;Ingeniería-electrónica;;John-hernandez;M;;;An-aike;Gwebb@gmail.com
1626;20/Oct/03;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Christina-allen;F;;;Acostilla;Javier17@hotmail.com
1627;20/Dec/10;-universidad-abierta-interamericana;Agronomía;;Gwendolyn-thompson;F;;;Belgrano;Fergusonandrea@hotmail.com
1628;20/Nov/03;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Alyssa-peterson;F;;;Alcete;Crystal21@hotmail.com
1629;20/Nov/08;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Madison-marks;F;;;Bajastine;Tracey81@yahoo.com
1630;20/Dec/24;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Paul-carlson;M;;;Barro-negro;Lynn70@hotmail.com
