,last_name,gender,age,email,birth_date,university,inscription_date,career,first_name,location,postal_code
2962,ms. kathy estrada,f,,tonya36@hotmail.com,1991/07/13,universidad tecnológica nacional,2020/09/30,licenciatura en ciencias antropológicas,,campo gimenez,-1
2963,andrew ramos,m,,davidbailey@gmail.com,1997/05/02,universidad nacional de jujuy,2021/01/03,licenciatura en planificación y diseño del paisaje,,asuncion,-1
2964,brandon craig,m,,fhill@hotmail.com,1908/05/16,universidad tecnológica nacional,2020/11/28,licenciatura en planificación y diseño del paisaje,,barrancas coloradas,-1
2965,william duffy,m,,halebridget@hotmail.com,1992/09/02,universidad nacional de jujuy,2020/10/11,arquitectura,,carilo,-1
2966,benjamin hughes,m,,pgonzalez@hotmail.com,2005/02/21,universidad nacional de jujuy,2020/09/13,diseño industrial,,colonia cunci,-1
2967,shawn thompson,m,,mcdonaldjames@gmail.com,1981/12/12,universidad nacional de jujuy,2020/11/10,ingeniería electrónica,,gente grande,-1
2968,sheila mcdaniel,f,,taylormoore@hotmail.com,1969/10/24,universidad tecnológica nacional,2020/09/13,licenciatura en kinesiología y fisiatría,,alongo,-1
2969,emily parker,f,,hoffmancarrie@gmail.com,1951/04/29,universidad tecnológica nacional,2021/01/26,ingeniería en informática,,2 de mayo,-1
2970,michael cameron,m,,heather16@hotmail.com,1929/05/07,universidad tecnológica nacional,2020/10/09,actuario ,,gobernador roca,-1
2971,tiffany nicholson,f,,devon39@gmail.com,1919/01/15,universidad tecnológica nacional,2020/09/25,arquitectura,,esc nav militar rio sant,-1
2972,timothy ward,m,,nathansanchez@hotmail.com,1960/07/23,universidad tecnológica nacional,2020/11/30,ingeniería mecánica,,el sombrerito,-1
2973,monique campbell,f,,thomasfrazier@gmail.com,1972/02/10,universidad tecnológica nacional,2020/11/27,licenciatura en relaciones del trabajo ,,aldea brasilera,-1
2974,dorothy garcia,f,,zmack@yahoo.com,1949/03/17,universidad nacional de jujuy,2020/10/02,ingeniería en informática,,11 de mayo,-1
2975,kurt miller,m,,ortizamy@hotmail.com,1961/03/20,universidad tecnológica nacional,2021/01/18,licenciatura en relaciones del trabajo ,,costa del nogoya,-1
2976,brandon price,m,,tfowler@yahoo.com,1963/01/16,universidad tecnológica nacional,2020/09/09,licenciatura en ciencias de la educación ,,algarrobo,-1
2977,donna fox,f,,jparker@hotmail.com,1909/09/28,universidad nacional de jujuy,2021/01/18,ingeniería mecánica,,arroyo de la cruz,-1
2978,leslie matthews,f,,timalvarado@yahoo.com,1925/02/19,universidad nacional de jujuy,2020/10/23,licenciatura en ciencias antropológicas,,abo nezu,-1
2979,william duncan,m,,jenniferbryan@gmail.com,1961/04/22,universidad tecnológica nacional,2021/01/31,licenciatura en ciencias de la computación,,leubuco,-1
2980,natalie manning,f,,jaysullivan@hotmail.com,1920/05/15,universidad nacional de jujuy,2020/10/02,ingeniería mecánica,,longchamps,-1
2981,james dawson,m,,oholmes@yahoo.com,1935/08/12,universidad tecnológica nacional,2020/10/28,ciencias veterinarias,,banfield,-1
2982,kimberly reynolds,f,,lcobb@yahoo.com,1996/04/03,universidad nacional de jujuy,2020/09/09,ingeniería electrónica,,san marcelo,-1
2983,carla ayers,f,,vcook@gmail.com,1982/08/21,universidad tecnológica nacional,2020/12/27,diseño de imagen y sonido,,caaguazu,-1
2984,joseph jackson,m,,amy10@yahoo.com,1925/06/21,universidad nacional de jujuy,2021/01/12,licenciatura en ciencias ambientales,,altillo del medio,-1
2985,daniel martinez,m,,juliagriffin@gmail.com,1992/11/04,universidad nacional de jujuy,2021/01/06,bioquímica,,colhue huapi,-1
2986,miss rachel smith,f,,watsonlisa@hotmail.com,1982/01/11,universidad tecnológica nacional,2020/12/23,licenciatura en artes,,saladillo norte,-1
2987,jason hebert,m,,jeffreymack@yahoo.com,1980/12/20,universidad nacional de jujuy,2020/09/10,ingeniería electrónica,,1 de mayo,-1
2988,matthew rodriguez,m,,wsanchez@yahoo.com,1992/10/04,universidad nacional de jujuy,2020/09/23,licenciatura en ciencias geológicas,,alcaraz 1ro,-1
2989,frank smith,m,,nunezbrandon@hotmail.com,1999/04/30,universidad nacional de jujuy,2020/11/30,licenciatura en ciencias de la computación,,villa ballester,-1
2990,sean mcintosh,m,,amandacarter@gmail.com,1960/07/26,universidad nacional de jujuy,2020/09/06,medicina,,algarrobo,-1
2991,melissa torres,f,,tarasolis@gmail.com,1997/10/22,universidad tecnológica nacional,2020/10/16,licenciatura en ciencias ambientales,,arroyo baru,-1
2992,tammy dean,f,,timothy23@gmail.com,2017/07/10,universidad tecnológica nacional,2020/09/29,arquitectura,,quilmes,-1
2993,anthony ramirez,m,,riosjonathan@gmail.com,1960/12/02,universidad tecnológica nacional,2020/09/20,diseño industrial,,abra del trigo,-1
2994,katelyn knight,f,,jennifer83@yahoo.com,1970/02/12,universidad nacional de jujuy,2020/12/07,ingeniería electrónica,,arroyo balmaceda,-1
2995,casey johnson,f,,danielanderson@gmail.com,1975/02/26,universidad tecnológica nacional,2020/11/07,licenciatura en gestión de agroalimentos,,cabildo,-1
2996,pamela davis,f,,kathymurphy@gmail.com,1984/04/10,universidad nacional de jujuy,2020/11/16,licenciatura en administración ,,aguas buenas,-1
2997,caroline byrd,f,,zjackson@gmail.com,1945/07/03,universidad nacional de jujuy,2020/12/31,licenciatura en psicología,,catamontaña,-1
2998,nathan coleman,m,,stephaniedavis@hotmail.com,1938/04/29,universidad nacional de jujuy,2020/09/06,licenciatura en ciencia política ,,villa lynch,-1
2999,elizabeth jackson,f,,michael12@gmail.com,1955/03/23,universidad tecnológica nacional,2020/09/12,agronomía,,campo de galnasi,-1
3000,hannah ferguson,f,,joneswilliam@gmail.com,1963/01/26,universidad tecnológica nacional,2021/01/28,licenciatura en gestión de agroalimentos,,agua de la zorra,-1
3001,eric holland,m,,margaret42@gmail.com,2003/12/14,universidad nacional de jujuy,2020/11/25,licenciatura en musicoterapia,,las quintas,-1
3002,whitney wong,f,,anthony97@gmail.com,1958/02/28,universidad tecnológica nacional,2020/10/12,licenciatura en relaciones del trabajo ,,arroyo canelon,-1
3003,mariah bennett,f,,gonzalezbrandon@gmail.com,1943/07/13,universidad nacional de jujuy,2020/11/28,licenciatura en terapia ocupacional,,balneario la caleta,-1
3004,kevin graham,m,,plucas@gmail.com,1919/04/26,universidad nacional de jujuy,2021/01/22,licenciatura en ciencias geológicas,,arequito,-1
3005,mitchell sanchez,m,,garrettmichael@gmail.com,1970/02/06,universidad tecnológica nacional,2020/12/31,licenciatura en ciencias de la computación,,isla victoria,-1
3006,mary flores,f,,jmcdonald@gmail.com,1909/04/12,universidad tecnológica nacional,2020/10/12,medicina,,guillermo e hudson,-1
3007,barbara rivera,f,,reyescaitlyn@hotmail.com,1973/02/14,universidad tecnológica nacional,2020/09/13,licenciatura en ciencias de la educación ,,capilla del señor,-1
3008,jessica small,f,,cynthia23@yahoo.com,1948/07/10,universidad tecnológica nacional,2021/01/31,licenciatura en artes,,la oriental,-1
3009,lisa payne,f,,usuarez@yahoo.com,2021/05/06,universidad tecnológica nacional,2021/01/18,licenciatura en psicología,,merlo,-1
3010,micheal diaz,m,,turnerbobby@yahoo.com,1971/01/19,universidad nacional de jujuy,2020/09/14,ingeniería mecánica,,isidro casanova,-1
3011,gabriella gomez,f,,scook@gmail.com,1920/06/30,universidad tecnológica nacional,2020/10/24,técnico para bioterios ,,lomas del mirador,-1
3012,robert lara,m,,davidvelasquez@yahoo.com,1983/10/26,universidad tecnológica nacional,2021/01/17,licenciatura en gestión de agroalimentos,,san lorenzo,-1
3013,michael gardner,m,,romerovincent@yahoo.com,1971/12/04,universidad tecnológica nacional,2020/12/13,diseño industrial,,ingeniero adolfo sourdeaux,-1
3014,rhonda rodriguez,f,,alejandro44@gmail.com,1958/02/22,universidad tecnológica nacional,2020/10/06,ingeniería mecánica,,bella vista,-1
3015,haley huffman,f,,davistimothy@hotmail.com,1988/07/30,universidad nacional de jujuy,2020/11/07,bioquímica,,el perdido est jose guisasola,-1
3016,sheryl walker,f,,maryandersen@gmail.com,2010/07/31,universidad tecnológica nacional,2021/01/06,licenciatura en administración ,,chelforo,-1
3017,victoria herring,f,,lauramarshall@hotmail.com,1914/06/30,universidad nacional de jujuy,2020/09/20,actuario ,,13 de enero,-1
3018,david cobb,m,,edwardsheather@yahoo.com,2012/07/26,universidad nacional de jujuy,2020/11/11,licenciatura en administración ,,ambrosetti,-1
3019,melissa carrillo,f,,allisonmichael@yahoo.com,2021/06/07,universidad nacional de jujuy,2021/01/15,diseño de imagen y sonido,,arroyo vega,-1
3020,jeffrey lynn,m,,lstafford@yahoo.com,1934/05/17,universidad tecnológica nacional,2021/01/21,licenciatura en planificación y diseño del paisaje,,centenario,-1
3021,eric washington,m,,mullenkarl@gmail.com,1991/12/09,universidad nacional de jujuy,2020/11/27,licenciatura en ciencias de la educación ,,alarcon,-1
3022,anna phillips,f,,pbrown@gmail.com,1969/05/12,universidad tecnológica nacional,2020/11/17,licenciatura en ciencia política ,,cañadon leon,-1
3023,anna brown,f,,jesuswebb@yahoo.com,2002/12/12,universidad nacional de jujuy,2021/01/06,técnico para bioterios ,,1 de mayo,-1
3024,mr. oscar king dds,m,,karl38@gmail.com,2004/08/30,universidad tecnológica nacional,2020/12/15,agronomía,,arroyo vega,-1
3025,rachel dean,f,,webbmegan@hotmail.com,1992/11/30,universidad tecnológica nacional,2020/09/18,licenciatura en ciencias ambientales,,colonia las yescas,-1
3026,evan davis,m,,bradley23@yahoo.com,2014/08/26,universidad nacional de jujuy,2020/10/11,contador público ,,san andres,-1
3027,christopher miller,m,,gmiller@yahoo.com,2005/04/16,universidad nacional de jujuy,2020/12/23,licenciatura en ciencias biológicas,,desamparados,-1
3028,deborah woodard,f,,daniel61@yahoo.com,1987/02/21,universidad tecnológica nacional,2020/12/21,licenciatura en relaciones del trabajo ,,campo garay,-1
3029,kathleen hanna,f,,morgantaylor@hotmail.com,1977/01/09,universidad nacional de jujuy,2020/11/26,licenciatura en ciencias geológicas,,abra del trigo,-1
3030,terry lopez,m,,leonardmcgee@gmail.com,1910/12/17,universidad tecnológica nacional,2020/09/05,técnico para bioterios ,,avellaneda,-1
3031,casey lucas,m,,moralesjohn@hotmail.com,1941/11/22,universidad nacional de jujuy,2020/12/03,ciencias veterinarias,,colonia el potrero,-1
3032,shawn duran,m,,jenniferbailey@gmail.com,2012/06/18,universidad nacional de jujuy,2020/12/22,farmacia,,base aeronaval punta indio,-1
3033,kathryn carson,f,,vanderson@yahoo.com,2007/08/01,universidad tecnológica nacional,2020/12/18,licenciatura en ciencias biológicas,,chumbicha,-1
3034,melissa austin,f,,thomas75@yahoo.com,2016/09/14,universidad tecnológica nacional,2020/12/02,licenciatura en ciencias de la educación ,,canning,-1
3035,brian gregory,m,,psloan@yahoo.com,1906/04/15,universidad nacional de jujuy,2020/09/25,licenciatura en sociología ,,la colina,-1
3036,dr. jamie mcintosh,m,,emily58@hotmail.com,1970/03/25,universidad nacional de jujuy,2020/10/22,licenciatura en sociología ,,villa lynch,-1
3037,aaron collins,m,,ohorne@gmail.com,1911/06/27,universidad nacional de jujuy,2020/11/30,diseño de imagen y sonido,,arroyo aleli,-1
3038,brianna patterson,f,,hutchinsonkimberly@yahoo.com,1937/04/28,universidad tecnológica nacional,2020/11/14,diseño de imagen y sonido,,buena nueva,-1
3039,ronald smith,m,,alexis21@hotmail.com,2010/06/22,universidad tecnológica nacional,2021/01/30,diseño industrial,,del viso,-1
3040,miranda nash,f,,ikline@gmail.com,1923/10/10,universidad nacional de jujuy,2020/12/13,licenciatura en ciencias geológicas,,bañado verde,-1
3041,tracy freeman,f,,aliciamcdonald@yahoo.com,1992/06/18,universidad nacional de jujuy,2020/11/25,licenciatura en planificación y diseño del paisaje,,san geronimo,-1
3042,laurie bowen,f,,hughessheila@hotmail.com,1976/05/19,universidad tecnológica nacional,2020/11/29,agronomía,,francisco madero,-1
3043,jamie parker,f,,brendamoore@hotmail.com,1933/06/24,universidad tecnológica nacional,2020/10/11,técnico para bioterios ,,2 de mayo,-1
3044,christopher wiley,m,,ryanhughes@hotmail.com,1991/07/16,universidad nacional de jujuy,2020/10/16,actuario ,,9 de julio,-1
3045,antonio phillips,m,,vicki10@yahoo.com,2001/11/15,universidad tecnológica nacional,2020/09/12,licenciatura en kinesiología y fisiatría,,campo la plata,-1
3046,leah hopkins,f,,ohenson@gmail.com,1975/09/01,universidad nacional de jujuy,2021/01/26,licenciatura en administración ,,arroyo santa maria,-1
3047,benjamin russell,m,,gglass@hotmail.com,1945/05/25,universidad nacional de jujuy,2021/01/15,licenciatura en terapia ocupacional,,caraguata,-1
3048,jason parker,m,,nicholsnicholas@gmail.com,1975/08/28,universidad tecnológica nacional,2021/01/07,ingeniería electrónica,,las hermanas,-1
3049,sean hall,m,,camacholauren@hotmail.com,2014/03/09,universidad tecnológica nacional,2020/10/04,licenciatura en ciencias de la computación,,colonia la negra,-1
3050,randall hughes,m,,alfredescobar@yahoo.com,1946/09/24,universidad tecnológica nacional,2020/11/29,licenciatura en relaciones del trabajo ,,bella union paraje,-1
3051,ashley phillips,f,,gibsoncrystal@hotmail.com,2012/09/14,universidad tecnológica nacional,2020/10/05,farmacia,,arroyo ceibal,-1
3052,duane guerrero,m,,michaelwilliams@gmail.com,1921/05/16,universidad tecnológica nacional,2020/10/28,diseño de imagen y sonido,,bahia tranquila,-1
3053,eric gonzales,m,,felicia89@yahoo.com,1993/02/21,universidad nacional de jujuy,2020/10/12,licenciatura en ciencia y tecnología de alimentos,,cascada los cantaros,-1
3054,joseph adkins,m,,hector26@yahoo.com,1962/12/21,universidad nacional de jujuy,2020/10/21,diseño de imagen y sonido,,adolfo gonzales chaves,-1
3055,timothy young,m,,oestrada@gmail.com,1918/05/11,universidad tecnológica nacional,2020/10/25,arquitectura,,colonia el simbol,-1
3056,alexandra hart,f,,foxstephanie@gmail.com,1979/07/31,universidad tecnológica nacional,2020/10/14,arquitectura,,abra del tafi,-1
3057,jaime robinson,f,,brendabaker@gmail.com,1919/09/08,universidad tecnológica nacional,2020/10/17,licenciatura en ciencias ambientales,,campo coubert,-1
3058,gail miller,f,,fdunn@yahoo.com,1994/06/09,universidad tecnológica nacional,2020/09/11,licenciatura en gestión de agroalimentos,,colonia hansen,-1
3059,anthony shaw jr.,m,,heathershaw@hotmail.com,1981/05/08,universidad tecnológica nacional,2020/09/05,licenciatura en sociología ,,antonio pini,-1
3060,alexa cruz phd,f,,smithdavid@gmail.com,1980/02/09,universidad tecnológica nacional,2020/12/12,licenciatura en relaciones del trabajo ,,aguara grande,-1
3061,james castillo,m,,lisa53@hotmail.com,2021/10/25,universidad nacional de jujuy,2020/10/21,licenciatura en administración ,,arenaza,-1
3062,jessica gibbs,f,,mmorales@yahoo.com,1995/01/30,universidad nacional de jujuy,2020/10/01,ingeniería mecánica,,dina huapi,-1
3063,mark norris,m,,foleyjulie@yahoo.com,1963/02/22,universidad tecnológica nacional,2020/09/18,licenciatura en producción de bioimagenes,,aldea apeleg,-1
3064,rebecca spencer,f,,matthew06@gmail.com,1996/11/25,universidad nacional de jujuy,2021/01/06,licenciatura en ciencias de la computación,,eduardo costa,-1
3065,justin price,m,,rowecharlotte@gmail.com,1990/04/11,universidad tecnológica nacional,2020/10/21,actuario ,,nordelta,-1
3066,robert hall,m,,karen46@hotmail.com,2007/07/06,universidad tecnológica nacional,2020/11/05,farmacia,,campo de los toros,-1
3067,alyssa weiss,f,,zhoward@gmail.com,1974/08/01,universidad nacional de jujuy,2020/09/02,medicina,,chimpay,-1
3068,calvin shaffer,m,,dlee@gmail.com,1955/12/29,universidad tecnológica nacional,2020/09/19,licenciatura en relaciones del trabajo ,,el socorro,-1
3069,scott lewis,m,,bgarcia@gmail.com,1920/09/29,universidad tecnológica nacional,2020/10/02,licenciatura en artes,,caminera lujan,-1
3070,miss donna snyder,f,,michael42@yahoo.com,2007/11/04,universidad nacional de jujuy,2021/01/21,licenciatura en relaciones del trabajo ,,lomas del mirador,-1
3071,renee thompson,f,,zhood@hotmail.com,1939/06/07,universidad nacional de jujuy,2020/12/06,licenciatura en ciencia y tecnología de alimentos,,cangallo,-1
3072,brian ward,m,,erinbrown@yahoo.com,1960/05/11,universidad tecnológica nacional,2020/12/16,agronomía,,capilla guadalupe norte,-1
3073,kevin kennedy,m,,greenmelissa@gmail.com,1924/04/12,universidad nacional de jujuy,2020/10/11,licenciatura en administración ,,alegria,-1
3074,peggy anderson,f,,evansalex@hotmail.com,1959/06/14,universidad tecnológica nacional,2020/11/03,licenciatura en artes,,campo del norte americano,-1
3075,james hayes,m,,ortegaronald@gmail.com,1980/03/30,universidad tecnológica nacional,2020/12/08,licenciatura en planificación y diseño del paisaje,,algarrobo verde,-1
3076,veronica scott,f,,natalie90@yahoo.com,1941/04/25,universidad tecnológica nacional,2020/09/12,ciencias veterinarias,,agua de las palomas,-1
3077,diana crawford,f,,jacobbaldwin@hotmail.com,1956/02/20,universidad tecnológica nacional,2020/10/22,licenciatura en administración ,,20 de septiembre,-1
3078,danielle mason,f,,zgray@hotmail.com,1977/09/27,universidad tecnológica nacional,2021/01/12,licenciatura en artes,,gouin,-1
3079,shane webster,m,,herringadam@yahoo.com,1991/01/01,universidad nacional de jujuy,2020/10/12,ingeniería mecánica,,granadero baigorria,-1
3080,donna delacruz,f,,oevans@hotmail.com,2007/11/06,universidad nacional de jujuy,2020/12/04,licenciatura en artes,,colonia bombal,-1
3081,renee potter,f,,james96@hotmail.com,1958/12/12,universidad tecnológica nacional,2020/12/08,diseño de imagen y sonido,,la chirlandia,-1
3082,jenna kirk,f,,kathryngoodman@gmail.com,2019/07/27,universidad tecnológica nacional,2020/09/23,diseño de imagen y sonido,,arroyo ceibal,-1
3083,heather nguyen,f,,mhill@gmail.com,1949/04/14,universidad tecnológica nacional,2020/10/18,licenciatura en kinesiología y fisiatría,,faro querandi,-1
3084,peter olsen,m,,rscott@yahoo.com,1992/12/05,universidad nacional de jujuy,2020/10/05,licenciatura en sociología ,,colonia 1 de mayo,-1
3085,william wilson,m,,michelehall@gmail.com,1967/06/23,universidad nacional de jujuy,2020/11/10,actuario ,,huasa pampa norte,-1
3086,kelly martinez,f,,donhughes@gmail.com,1977/03/22,universidad nacional de jujuy,2021/01/18,licenciatura en artes,,asturias,-1
3087,john perry iii,m,,isummers@yahoo.com,1911/06/04,universidad tecnológica nacional,2020/11/15,contador público ,,colonia belgrano,-1
3088,kaylee sullivan,f,,george78@yahoo.com,1958/12/23,universidad tecnológica nacional,2020/12/28,licenciatura en musicoterapia,,coronel granada,-1
3089,misty contreras,f,,huffjessica@gmail.com,1978/05/15,universidad tecnológica nacional,2020/09/25,licenciatura en sociología ,,bella vista,-1
3090,christina johnson,f,,thomassnyder@gmail.com,2008/02/21,universidad tecnológica nacional,2020/09/27,actuario ,,11 de mayo,-1
3091,james kim,m,,kristopher12@hotmail.com,1931/06/08,universidad nacional de jujuy,2021/01/26,diseño de imagen y sonido,,banda florida,-1
3092,michael allison,m,,amalone@hotmail.com,1927/01/06,universidad tecnológica nacional,2020/11/07,licenciatura en ciencias geológicas,,baños de la laja,-1
3093,aaron stone,m,,russellgeorge@gmail.com,1987/08/07,universidad nacional de jujuy,2020/11/30,licenciatura en ciencias biológicas,,agua botada,-1
3094,michael gross,m,,dyermichael@yahoo.com,1995/04/09,universidad nacional de jujuy,2020/11/29,licenciatura en ciencia política ,,la isabel,-1
3095,david foley,m,,rpeterson@hotmail.com,1958/10/11,universidad nacional de jujuy,2020/12/08,agronomía,,alvarez,-1
3096,william miller,m,,jillmaxwell@yahoo.com,1942/05/04,universidad nacional de jujuy,2020/12/08,licenciatura en sociología ,,caminera napaleofu,-1
3097,patrick graham,m,,joshua16@hotmail.com,1938/06/24,universidad nacional de jujuy,2020/09/21,licenciatura en ciencias antropológicas,,bocayuba,-1
3098,tom hill,m,,uschmitt@gmail.com,1933/04/29,universidad nacional de jujuy,2020/09/23,licenciatura en kinesiología y fisiatría,,30 de octubre,-1
3099,james morrison,m,,veronicajones@yahoo.com,1923/11/18,universidad tecnológica nacional,2021/01/03,licenciatura en sociología ,,chocori,-1
3100,james cole,m,,katherine30@hotmail.com,2011/01/16,universidad tecnológica nacional,2020/09/19,licenciatura en psicología,,correa,-1
3101,michael burns,m,,carolreed@gmail.com,1942/04/13,universidad tecnológica nacional,2020/09/28,diseño industrial,,blanca grande,-1
3102,carlos herrera,m,,carterbrenda@yahoo.com,1984/02/26,universidad tecnológica nacional,2020/12/17,licenciatura en ciencias antropológicas,,avanzada,-1
3103,ashley watkins,f,,debra86@gmail.com,2020/11/24,universidad nacional de jujuy,2020/09/20,licenciatura en ciencia política ,,chipauquil,-1
3104,amanda garcia,f,,hblack@gmail.com,1907/12/02,universidad nacional de jujuy,2020/12/21,ingeniería en informática,,almacen el descanso,-1
3105,shannon mora,f,,crystalmarshall@gmail.com,1930/02/10,universidad nacional de jujuy,2020/09/17,licenciatura en ciencias biológicas,,abasto,-1
3106,alexander warren,m,,zweber@gmail.com,1948/03/15,universidad tecnológica nacional,2020/10/25,licenciatura en sociología ,,benavidez,-1
3107,lisa payne,f,,brayelizabeth@hotmail.com,2002/09/01,universidad tecnológica nacional,2020/12/15,ciencias veterinarias,,alto nuestra señora del valle,-1
3108,john anderson,m,,ryanjackson@hotmail.com,1935/02/22,universidad nacional de jujuy,2020/09/04,licenciatura en ciencias biológicas,,aguada del loro,-1
3109,marc king,m,,jasminemiller@yahoo.com,1916/09/12,universidad nacional de jujuy,2020/09/21,licenciatura en ciencias biológicas,,la isabel,-1
3110,chad mccoy,m,,nathanielmendoza@yahoo.com,1988/02/28,universidad tecnológica nacional,2020/10/21,licenciatura en ciencia y tecnología de alimentos,,sey,-1
3111,mr. joel rivera,m,,nicolecampbell@gmail.com,1963/11/27,universidad tecnológica nacional,2020/10/27,licenciatura en kinesiología y fisiatría,,bernal este,-1
3112,paul reynolds,m,,davidjackson@gmail.com,2008/09/06,universidad nacional de jujuy,2020/11/29,diseño industrial,,apoyaco,-1
3113,christopher potter,m,,victoria88@yahoo.com,1929/07/28,universidad tecnológica nacional,2020/12/17,licenciatura en ciencias geológicas,,agrio balsa,-1
3114,dana wiggins,f,,chapmanashley@gmail.com,1975/02/12,universidad tecnológica nacional,2020/11/07,licenciatura en ciencias ambientales,,alto nuestra señora del valle,-1
3115,mr. walter long,m,,melissamcdaniel@hotmail.com,1984/12/07,universidad tecnológica nacional,2020/12/22,licenciatura en producción de bioimagenes,,alizal,-1
3116,nicole alexander,f,,fishercraig@gmail.com,1958/09/21,universidad tecnológica nacional,2021/01/04,ingeniería electrónica,,arrascaeta,-1
3117,anthony gonzales,m,,trujillodeanna@hotmail.com,1947/02/25,universidad tecnológica nacional,2020/12/08,licenciatura en musicoterapia,,victoria,-1
3118,brandon reid,m,,hortonwilliam@gmail.com,1941/07/26,universidad nacional de jujuy,2020/10/19,licenciatura en ciencias biológicas,,perez,-1
3119,stacey carroll,f,,allisoncastillo@yahoo.com,2014/02/03,universidad nacional de jujuy,2020/11/11,técnico para bioterios ,,achiras,-1
3120,christopher martinez,m,,criley@hotmail.com,1951/07/09,universidad nacional de jujuy,2020/09/11,licenciatura en musicoterapia,,cari larquea,-1
3121,kayla smith,f,,charles12@gmail.com,1907/04/04,universidad tecnológica nacional,2020/09/01,licenciatura en producción de bioimagenes,,barrio garin norte,-1
3122,bryan barrett,m,,emmawilliams@yahoo.com,1929/02/25,universidad nacional de jujuy,2020/11/18,licenciatura en artes,,bernal este,-1
3123,emily gregory,f,,susan77@hotmail.com,1958/07/03,universidad nacional de jujuy,2020/11/15,licenciatura en ciencia política ,,arroyo mal paso,-1
3124,kristen duffy,f,,krystalmendoza@yahoo.com,1915/06/13,universidad tecnológica nacional,2021/01/01,contador público ,,cheroguita,-1
3125,justin gomez,m,,pstark@gmail.com,1912/05/15,universidad nacional de jujuy,2020/09/24,agronomía,,arroyo grande,-1
3126,benjamin hamilton,m,,hbell@yahoo.com,2007/07/31,universidad tecnológica nacional,2021/01/14,bioquímica,,san isidro,-1
3127,david herrera,m,,brianasmith@hotmail.com,1929/10/09,universidad nacional de jujuy,2021/01/01,licenciatura en psicología,,amalia,-1
3128,amanda moore,f,,jeffreysnyder@yahoo.com,1963/04/21,universidad tecnológica nacional,2020/09/17,licenciatura en ciencias geológicas,,colonia ferrari,-1
3129,emily miller,f,,ichavez@yahoo.com,1971/03/07,universidad tecnológica nacional,2020/12/29,arquitectura,,antelo,-1
3130,isaiah williams,m,,wgarcia@gmail.com,2000/05/06,universidad nacional de jujuy,2020/11/07,diseño industrial,,alcorta,-1
3131,caitlin bell,f,,mauricewilliams@hotmail.com,1979/01/21,universidad nacional de jujuy,2020/10/22,licenciatura en ciencias geológicas,,alto el puesto,-1
3132,david bray,m,,uwarren@yahoo.com,1975/04/28,universidad nacional de jujuy,2020/12/23,ingeniería mecánica,,6 de septiembre,-1
3133,jeffery cooley,m,,christopherallen@yahoo.com,1927/10/31,universidad nacional de jujuy,2020/09/05,licenciatura en ciencias de la computación,,aldea san jorge,-1
3134,theresa duke,f,,harrellcindy@hotmail.com,1914/08/24,universidad nacional de jujuy,2020/09/30,licenciatura en terapia ocupacional,,america,-1
3135,dr. daniel kennedy,m,,heberteric@hotmail.com,1974/11/22,universidad nacional de jujuy,2021/01/26,licenciatura en relaciones del trabajo ,,corbett,-1
3136,hayley stevens,f,,davisjoshua@yahoo.com,1995/10/20,universidad nacional de jujuy,2020/10/08,técnico para bioterios ,,las palmas,-1
3137,paul jackson,m,,michael06@hotmail.com,2002/11/11,universidad nacional de jujuy,2020/11/24,agronomía,,arenoso,-1
3138,denise bonilla,f,,tbrown@yahoo.com,1965/04/22,universidad nacional de jujuy,2020/09/06,licenciatura en psicología,,gregorio de laferrere,-1
3139,karen ross,f,,adkinsandrew@hotmail.com,1950/12/03,universidad nacional de jujuy,2020/12/18,licenciatura en terapia ocupacional,,empalme villa constitucion,-1
3140,lisa smith,f,,mitchell73@yahoo.com,1983/08/06,universidad nacional de jujuy,2020/10/23,licenciatura en relaciones del trabajo ,,despeñaderos,-1
3141,kathryn nguyen,f,,andreanguyen@gmail.com,1991/03/28,universidad nacional de jujuy,2020/09/15,licenciatura en sociología ,,calchaqui,-1
3142,shawn griffin,m,,fgibbs@yahoo.com,1913/06/16,universidad nacional de jujuy,2021/01/06,licenciatura en ciencia y tecnología de alimentos,,acassuso,-1
3143,olivia gonzales,f,,donnaellison@hotmail.com,1956/10/10,universidad nacional de jujuy,2020/10/27,medicina,,beccar,-1
3144,dawn harrison,f,,livingstondanny@yahoo.com,2012/06/21,universidad tecnológica nacional,2020/10/20,licenciatura en gestión de agroalimentos,,el duraznillo,-1
3145,robert hernandez,m,,georgelevine@yahoo.com,2001/05/08,universidad nacional de jujuy,2020/11/27,licenciatura en ciencias biológicas,,calera,-1
3146,justin aguirre,m,,smithcameron@yahoo.com,1941/10/23,universidad nacional de jujuy,2020/09/21,licenciatura en ciencias de la computación,,cantera aguirre,-1
3147,david turner,m,,michaelmejia@gmail.com,1991/04/13,universidad tecnológica nacional,2020/09/25,medicina,,barrio garin norte,-1
3148,karen smith,f,,tina64@hotmail.com,1971/06/12,universidad tecnológica nacional,2020/10/15,licenciatura en musicoterapia,,san isidro,-1
3149,nancy howard,f,,amy82@gmail.com,2005/10/02,universidad nacional de jujuy,2020/10/08,diseño de imagen y sonido,,lote 11 escuela 107,-1
3150,alisha anderson,f,,lschwartz@yahoo.com,1975/03/24,universidad tecnológica nacional,2020/09/21,licenciatura en ciencias de la educación ,,aldea chaleco,-1
3151,misty brandt,f,,oosborn@hotmail.com,1975/07/26,universidad tecnológica nacional,2020/10/05,licenciatura en gestión de agroalimentos,,colonia belga americana,-1
