university,career,inscription_date,last_name,first_name,gender,age,postal_code,location,email,birth_date
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/06,larry wood,,m,0,,alto de las plumas,edwardsnatasha@yahoo.com,1968/05/26
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/20,courtney smith,,f,0,,igarzabal,renee08@hotmail.com,1964/08/29
universidad tecnológica nacional,arquitectura,2020/10/09,kristin adams,,f,0,,cuartel vii,eroberts@yahoo.com,1995/01/21
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/17,rodney ferguson,,m,0,,goyena,bradleywilson@hotmail.com,1930/11/09
universidad tecnológica nacional,licenciatura en administración ,2020/09/10,tiffany carter,,f,0,,kilometro 125,vbrown@yahoo.com,1906/08/07
universidad tecnológica nacional,actuario ,2020/11/25,timothy king,,m,0,,jose clemente paz,zachary18@hotmail.com,1930/10/27
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/12/04,marissa williamson,,f,0,,base naval rio santiago,williamsclaudia@yahoo.com,1991/11/19
universidad tecnológica nacional,ciencias veterinarias,2021/01/27,timothy price,,m,0,,acaragua,jacob91@gmail.com,1916/08/05
universidad tecnológica nacional,actuario ,2020/11/03,laura matthews,,f,0,,boca p 25,keithrodriguez@gmail.com,2007/01/08
universidad tecnológica nacional,actuario ,2020/09/06,kimberly page,,f,0,,la pelada,tsmith@hotmail.com,1946/11/15
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/11/27,sharon mosley,,f,0,,balderrama,tanyadawson@yahoo.com,1936/07/26
universidad tecnológica nacional,técnico para bioterios ,2021/01/06,krystal johnson,,f,0,,ambas puntillas,hensleysusan@hotmail.com,1963/12/13
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/23,rhonda hansen,,f,0,,campo moises seccion 1a,kyle54@yahoo.com,1947/08/04
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/03,samantha brandt,,f,0,,la punta,smithmegan@yahoo.com,1960/08/05
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/10/09,eric fisher,,m,0,,22 de mayo,mollymcdonald@yahoo.com,1989/07/18
universidad tecnológica nacional,arquitectura,2020/09/03,bradley anthony,,m,0,,colonia berro,browncameron@gmail.com,1908/11/02
universidad tecnológica nacional,ciencias veterinarias,2020/10/02,chelsea lynch,,f,0,,chancay,gomezlee@yahoo.com,1921/03/29
universidad tecnológica nacional,actuario ,2020/10/23,emily davidson,,f,0,,est jauregui va flandria,jamesadams@gmail.com,2000/11/04
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/21,kenneth gutierrez,,m,0,,sierra de la ventana,lewispaul@hotmail.com,1930/07/02
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/04,eric bender,,m,0,,cullin manzano,hblackburn@hotmail.com,2001/09/08
universidad tecnológica nacional,arquitectura,2020/11/14,ashley anderson,,f,0,,barranquitas,rodriguezmelanie@gmail.com,1943/02/04
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021/01/22,gary gilbert,,m,0,,bustamante,powersedward@yahoo.com,1928/10/22
universidad tecnológica nacional,medicina,2020/09/07,jennifer york,,f,0,,aguaditas,harmonkatherine@yahoo.com,1955/04/12
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/15,sean west,,m,0,,colonia devoto,ericagonzalez@yahoo.com,1998/11/16
universidad tecnológica nacional,medicina,2020/10/09,devin reed,,m,0,,baños termales,thomas49@gmail.com,1993/03/06
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/09/30,ms. kathy estrada,,f,0,,campo gimenez,tonya36@hotmail.com,1991/07/13
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/28,brandon craig,,m,0,,barrancas coloradas,fhill@hotmail.com,1908/05/16
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/13,sheila mcdaniel,,f,0,,alongo,taylormoore@hotmail.com,1969/10/24
universidad tecnológica nacional,ingeniería en informática,2021/01/26,emily parker,,f,0,,2 de mayo,hoffmancarrie@gmail.com,1951/04/29
universidad tecnológica nacional,actuario ,2020/10/09,michael cameron,,m,0,,gobernador roca,heather16@hotmail.com,1929/05/07
universidad tecnológica nacional,arquitectura,2020/09/25,tiffany nicholson,,f,0,,esc nav militar rio sant,devon39@gmail.com,1919/01/15
universidad tecnológica nacional,ingeniería mecánica,2020/11/30,timothy ward,,m,0,,el sombrerito,nathansanchez@hotmail.com,1960/07/23
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/27,monique campbell,,f,0,,aldea brasilera,thomasfrazier@gmail.com,1972/02/10
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021/01/18,kurt miller,,m,0,,costa del nogoya,ortizamy@hotmail.com,1961/03/20
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/09/09,brandon price,,m,0,,algarrobo,tfowler@yahoo.com,1963/01/16
universidad tecnológica nacional,agronomía,2021/02/01,james melendez,,m,0,,agua linda,jeffreyheath@yahoo.com,1929/03/16
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/31,william duncan,,m,0,,leubuco,jenniferbryan@gmail.com,1961/04/22
universidad tecnológica nacional,ciencias veterinarias,2020/10/28,james dawson,,m,0,,banfield,oholmes@yahoo.com,1935/08/12
universidad tecnológica nacional,diseño de imagen y sonido,2020/12/27,carla ayers,,f,0,,caaguazu,vcook@gmail.com,1982/08/21
universidad tecnológica nacional,licenciatura en artes,2020/12/23,miss rachel smith,,f,0,,saladillo norte,watsonlisa@hotmail.com,1982/01/11
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/16,melissa torres,,f,0,,arroyo baru,tarasolis@gmail.com,1997/10/22
universidad tecnológica nacional,arquitectura,2020/09/29,tammy dean,,f,0,,quilmes,timothy23@gmail.com,2017/07/10
universidad tecnológica nacional,diseño industrial,2020/09/20,anthony ramirez,,m,0,,abra del trigo,riosjonathan@gmail.com,1960/12/02
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/07,casey johnson,,f,0,,cabildo,danielanderson@gmail.com,1975/02/26
universidad tecnológica nacional,agronomía,2020/09/12,elizabeth jackson,,f,0,,campo de galnasi,michael12@gmail.com,1955/03/23
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/28,hannah ferguson,,f,0,,agua de la zorra,joneswilliam@gmail.com,1963/01/26
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/12,whitney wong,,f,0,,arroyo canelon,anthony97@gmail.com,1958/02/28
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/31,mitchell sanchez,,m,0,,isla victoria,garrettmichael@gmail.com,1970/02/06
universidad tecnológica nacional,medicina,2020/10/12,mary flores,,f,0,,guillermo e hudson,jmcdonald@gmail.com,1909/04/12
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/09/13,barbara rivera,,f,0,,capilla del señor,reyescaitlyn@hotmail.com,1973/02/14
universidad tecnológica nacional,licenciatura en artes,2021/01/31,jessica small,,f,0,,la oriental,cynthia23@yahoo.com,1948/07/10
universidad tecnológica nacional,licenciatura en psicología,2021/01/18,lisa payne,,f,0,,merlo,usuarez@yahoo.com,2021/05/06
universidad tecnológica nacional,técnico para bioterios ,2020/10/24,gabriella gomez,,f,0,,lomas del mirador,scook@gmail.com,1920/06/30
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/17,robert lara,,m,0,,san lorenzo,davidvelasquez@yahoo.com,1983/10/26
universidad tecnológica nacional,diseño industrial,2020/12/13,michael gardner,,m,0,,ingeniero adolfo sourdeaux,romerovincent@yahoo.com,1971/12/04
universidad tecnológica nacional,ingeniería mecánica,2020/10/06,rhonda rodriguez,,f,0,,bella vista,alejandro44@gmail.com,1958/02/22
universidad tecnológica nacional,licenciatura en administración ,2021/01/06,sheryl walker,,f,0,,chelforo,maryandersen@gmail.com,2010/07/31
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021/01/21,jeffrey lynn,,m,0,,centenario,lstafford@yahoo.com,1934/05/17
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/17,anna phillips,,f,0,,cañadon leon,pbrown@gmail.com,1969/05/12
universidad tecnológica nacional,agronomía,2020/12/15,mr. oscar king dds,,m,0,,arroyo vega,karl38@gmail.com,2004/08/30
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/09/18,rachel dean,,f,0,,colonia las yescas,webbmegan@hotmail.com,1992/11/30
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/21,deborah woodard,,f,0,,campo garay,daniel61@yahoo.com,1987/02/21
universidad tecnológica nacional,técnico para bioterios ,2020/09/05,terry lopez,,m,0,,avellaneda,leonardmcgee@gmail.com,1910/12/17
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/12/18,kathryn carson,,f,0,,chumbicha,vanderson@yahoo.com,2007/08/01
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/12/02,melissa austin,,f,0,,canning,thomas75@yahoo.com,2016/09/14
universidad tecnológica nacional,diseño de imagen y sonido,2020/11/14,brianna patterson,,f,0,,buena nueva,hutchinsonkimberly@yahoo.com,1937/04/28
universidad tecnológica nacional,diseño industrial,2021/01/30,ronald smith,,m,0,,del viso,alexis21@hotmail.com,2010/06/22
universidad tecnológica nacional,agronomía,2020/11/29,laurie bowen,,f,0,,francisco madero,hughessheila@hotmail.com,1976/05/19
universidad tecnológica nacional,técnico para bioterios ,2020/10/11,jamie parker,,f,0,,2 de mayo,brendamoore@hotmail.com,1933/06/24
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/12,antonio phillips,,m,0,,campo la plata,vicki10@yahoo.com,2001/11/15
universidad tecnológica nacional,ingeniería electrónica,2021/01/07,jason parker,,m,0,,las hermanas,nicholsnicholas@gmail.com,1975/08/28
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/10/04,sean hall,,m,0,,colonia la negra,camacholauren@hotmail.com,2014/03/09
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/29,randall hughes,,m,0,,bella union paraje,alfredescobar@yahoo.com,1946/09/24
universidad tecnológica nacional,farmacia,2020/10/05,ashley phillips,,f,0,,arroyo ceibal,gibsoncrystal@hotmail.com,2012/09/14
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/28,duane guerrero,,m,0,,bahia tranquila,michaelwilliams@gmail.com,1921/05/16
universidad tecnológica nacional,arquitectura,2020/10/25,timothy young,,m,0,,colonia el simbol,oestrada@gmail.com,1918/05/11
universidad tecnológica nacional,arquitectura,2020/10/14,alexandra hart,,f,0,,abra del tafi,foxstephanie@gmail.com,1979/07/31
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/17,jaime robinson,,f,0,,campo coubert,brendabaker@gmail.com,1919/09/08
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/11,gail miller,,f,0,,colonia hansen,fdunn@yahoo.com,1994/06/09
universidad tecnológica nacional,licenciatura en sociología ,2020/09/05,anthony shaw jr.,,m,0,,antonio pini,heathershaw@hotmail.com,1981/05/08
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/12,alexa cruz phd,,f,0,,aguara grande,smithdavid@gmail.com,1980/02/09
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/09/18,mark norris,,m,0,,aldea apeleg,foleyjulie@yahoo.com,1963/02/22
universidad tecnológica nacional,actuario ,2020/10/21,justin price,,m,0,,nordelta,rowecharlotte@gmail.com,1990/04/11
universidad tecnológica nacional,farmacia,2020/11/05,robert hall,,m,0,,campo de los toros,karen46@hotmail.com,2007/07/06
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/19,calvin shaffer,,m,0,,el socorro,dlee@gmail.com,1955/12/29
universidad tecnológica nacional,licenciatura en artes,2020/10/02,scott lewis,,m,0,,caminera lujan,bgarcia@gmail.com,1920/09/29
universidad tecnológica nacional,agronomía,2020/12/16,brian ward,,m,0,,capilla guadalupe norte,erinbrown@yahoo.com,1960/05/11
universidad tecnológica nacional,licenciatura en artes,2020/11/03,peggy anderson,,f,0,,campo del norte americano,evansalex@hotmail.com,1959/06/14
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/08,james hayes,,m,0,,algarrobo verde,ortegaronald@gmail.com,1980/03/30
universidad tecnológica nacional,ciencias veterinarias,2020/09/12,veronica scott,,f,0,,agua de las palomas,natalie90@yahoo.com,1941/04/25
universidad tecnológica nacional,licenciatura en administración ,2020/10/22,diana crawford,,f,0,,20 de septiembre,jacobbaldwin@hotmail.com,1956/02/20
universidad tecnológica nacional,licenciatura en artes,2021/01/12,danielle mason,,f,0,,gouin,zgray@hotmail.com,1977/09/27
universidad tecnológica nacional,diseño de imagen y sonido,2020/12/08,renee potter,,f,0,,la chirlandia,james96@hotmail.com,1958/12/12
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/23,jenna kirk,,f,0,,arroyo ceibal,kathryngoodman@gmail.com,2019/07/27
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/18,heather nguyen,,f,0,,faro querandi,mhill@gmail.com,1949/04/14
universidad tecnológica nacional,contador público ,2020/11/15,john perry iii,,m,0,,colonia belgrano,isummers@yahoo.com,1911/06/04
universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/28,kaylee sullivan,,f,0,,coronel granada,george78@yahoo.com,1958/12/23
universidad tecnológica nacional,licenciatura en sociología ,2020/09/25,misty contreras,,f,0,,bella vista,huffjessica@gmail.com,1978/05/15
universidad tecnológica nacional,actuario ,2020/09/27,christina johnson,,f,0,,11 de mayo,thomassnyder@gmail.com,2008/02/21
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/11/07,michael allison,,m,0,,baños de la laja,amalone@hotmail.com,1927/01/06
universidad tecnológica nacional,licenciatura en sociología ,2021/01/03,james morrison,,m,0,,chocori,veronicajones@yahoo.com,1923/11/18
universidad tecnológica nacional,licenciatura en psicología,2020/09/19,james cole,,m,0,,correa,katherine30@hotmail.com,2011/01/16
universidad tecnológica nacional,diseño industrial,2020/09/28,michael burns,,m,0,,blanca grande,carolreed@gmail.com,1942/04/13
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/17,carlos herrera,,m,0,,avanzada,carterbrenda@yahoo.com,1984/02/26
universidad tecnológica nacional,licenciatura en sociología ,2020/10/25,alexander warren,,m,0,,benavidez,zweber@gmail.com,1948/03/15
universidad tecnológica nacional,ciencias veterinarias,2020/12/15,lisa payne,,f,0,,alto nuestra señora del valle,brayelizabeth@hotmail.com,2002/09/01
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/10/21,chad mccoy,,m,0,,sey,nathanielmendoza@yahoo.com,1988/02/28
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/27,mr. joel rivera,,m,0,,bernal este,nicolecampbell@gmail.com,1963/11/27
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/17,christopher potter,,m,0,,agrio balsa,victoria88@yahoo.com,1929/07/28
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/07,dana wiggins,,f,0,,alto nuestra señora del valle,chapmanashley@gmail.com,1975/02/12
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/22,mr. walter long,,m,0,,alizal,melissamcdaniel@hotmail.com,1984/12/07
universidad tecnológica nacional,ingeniería electrónica,2021/01/04,nicole alexander,,f,0,,arrascaeta,fishercraig@gmail.com,1958/09/21
universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/08,anthony gonzales,,m,0,,victoria,trujillodeanna@hotmail.com,1947/02/25
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/09/01,kayla smith,,f,0,,barrio garin norte,charles12@gmail.com,1907/04/04
universidad tecnológica nacional,contador público ,2021/01/01,kristen duffy,,f,0,,cheroguita,krystalmendoza@yahoo.com,1915/06/13
universidad tecnológica nacional,bioquímica,2021/01/14,benjamin hamilton,,m,0,,san isidro,hbell@yahoo.com,2007/07/31
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/17,amanda moore,,f,0,,colonia ferrari,jeffreysnyder@yahoo.com,1963/04/21
universidad tecnológica nacional,arquitectura,2020/12/29,emily miller,,f,0,,antelo,ichavez@yahoo.com,1971/03/07
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/20,dawn harrison,,f,0,,el duraznillo,livingstondanny@yahoo.com,2012/06/21
universidad tecnológica nacional,medicina,2020/09/25,david turner,,m,0,,barrio garin norte,michaelmejia@gmail.com,1991/04/13
universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/15,karen smith,,f,0,,san isidro,tina64@hotmail.com,1971/06/12
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/09/21,alisha anderson,,f,0,,aldea chaleco,lschwartz@yahoo.com,1975/03/24
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/05,misty brandt,,f,0,,colonia belga americana,oosborn@hotmail.com,1975/07/26
universidad tecnológica nacional,medicina,2020/10/15,jose white,,m,0,,agua azul,cmaldonado@gmail.com,1925/08/03
universidad tecnológica nacional,agronomía,2020/12/20,madison castaneda,,f,0,,rio mayo,austincummings@hotmail.com,1996/04/07
universidad tecnológica nacional,licenciatura en sociología ,2020/11/19,mary lynch,,f,0,,cabildo,anna54@gmail.com,1946/05/08
universidad tecnológica nacional,medicina,2020/11/21,sean johnson,,m,0,,villa angelica,hsalazar@hotmail.com,1912/10/02
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/18,jessica schneider,,f,0,,carreras,laurielucas@gmail.com,1995/10/17
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/15,sarah vargas,,f,0,,agrio balsa,gmcgee@gmail.com,1919/09/18
universidad tecnológica nacional,ingeniería en informática,2020/11/11,aimee sullivan,,f,0,,estrada,whall@gmail.com,1987/10/17
universidad tecnológica nacional,ingeniería en informática,2020/11/21,james russo,,m,0,,banda florida,jwhite@gmail.com,1929/05/21
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021/01/06,joseph lopez,,m,0,,los cardos,joshuaatkins@yahoo.com,2014/04/23
universidad tecnológica nacional,ingeniería electrónica,2020/12/06,brandon lee,,m,0,,allende,jacquelinemcclain@yahoo.com,1997/04/15
universidad tecnológica nacional,ingeniería mecánica,2020/09/21,jonathan nichols,,m,0,,kilometro 525,hartmanmackenzie@gmail.com,1922/02/08
universidad tecnológica nacional,licenciatura en administración ,2020/10/04,rachel proctor,,f,0,,aromos,zsanders@yahoo.com,2007/06/16
universidad tecnológica nacional,licenciatura en sociología ,2021/01/06,emily kane,,f,0,,enrique fynn,danieladams@yahoo.com,2010/10/08
universidad tecnológica nacional,técnico para bioterios ,2020/09/19,janice shaw,,f,0,,aurelia,nicole17@hotmail.com,1959/02/28
universidad tecnológica nacional,licenciatura en sociología ,2020/10/01,reginald castillo,,m,0,,gaboto,robert69@yahoo.com,1972/05/19
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/22,tonya moss,,f,0,,campo ubajo,david52@hotmail.com,1943/08/11
universidad tecnológica nacional,actuario ,2020/09/12,gerald duarte,,m,0,,bañado norte,oortiz@yahoo.com,1916/07/18
universidad tecnológica nacional,farmacia,2020/09/28,john singleton,,m,0,,cevil grande,lauriejones@gmail.com,1938/12/13
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/24,charles hudson,,m,0,,20 de junio,elizabethjohnson@hotmail.com,1923/10/03
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/06,steven powell,,m,0,,campo horquesco,richardssara@yahoo.com,1965/02/18
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/10,david thompson,,m,0,,aldea san gregorio,pbell@hotmail.com,1982/07/22
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/12/06,ms. lisa butler,,f,0,,la cañada,jblair@gmail.com,1983/08/04
universidad tecnológica nacional,licenciatura en sociología ,2020/12/18,jeffrey martin,,m,0,,planicie banderita,ioliver@hotmail.com,1974/01/15
universidad tecnológica nacional,licenciatura en administración ,2020/11/01,monica rogers,,f,0,,gonzalez catan,jdavies@yahoo.com,1958/07/06
universidad tecnológica nacional,licenciatura en artes,2020/09/23,wendy jones,,f,0,,cañada seca,elizabethjones@yahoo.com,1958/06/02
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/12/10,todd porter,,m,0,,bañadito viejo,rotheric@yahoo.com,2002/09/30
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/16,donna zavala,,f,0,,castelar,whartman@hotmail.com,1982/03/21
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/11,kimberly jensen,,f,0,,asamblea,charlessingleton@hotmail.com,1978/03/06
universidad tecnológica nacional,ingeniería mecánica,2021/01/05,cynthia gallegos,,f,0,,abra,brandimartin@hotmail.com,2001/08/03
universidad tecnológica nacional,licenciatura en musicoterapia,2020/09/13,william holt,,m,0,,capitan bermudez,christine30@hotmail.com,1923/06/07
universidad tecnológica nacional,licenciatura en ciencia política ,2021/01/12,sheena turner,,f,0,,cabreria,sergiofrank@gmail.com,2010/12/07
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021/01/24,lisa aguirre,,f,0,,el trebol,angelica14@yahoo.com,1940/05/22
universidad tecnológica nacional,contador público ,2020/11/26,monica boyd,,f,0,,pagancillo,rcarter@gmail.com,1942/02/17
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/07,andrew erickson,,m,0,,la chilca,juliangoodwin@hotmail.com,1923/12/14
universidad tecnológica nacional,ciencias veterinarias,2020/11/30,thomas nelson,,m,0,,funke,jamesmoses@hotmail.com,1949/01/04
universidad tecnológica nacional,ingeniería electrónica,2020/10/16,ruben garcia,,m,0,,juan e barra,kristina30@hotmail.com,1930/02/07
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/06,michael kennedy,,m,0,,kilometro 374,lindsay99@gmail.com,1950/08/21
universidad tecnológica nacional,bioquímica,2020/11/19,kyle gonzalez,,m,0,,atalaya,chancorey@yahoo.com,1974/06/26
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/23,carrie brown,,f,0,,calilegua,evansveronica@hotmail.com,1912/06/24
universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/23,shannon thompson,,f,0,,huanguelen,wsims@yahoo.com,1985/04/09
universidad tecnológica nacional,licenciatura en artes,2020/11/11,jennifer mendez,,f,0,,aguirrezabala,catherinesmith@yahoo.com,1933/06/22
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/05,ryan flores,,m,0,,campo crenna,briannawalter@gmail.com,1926/04/20
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/19,chad ritter,,m,0,,los gauchos,scottbenjamin@hotmail.com,2016/12/14
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/13,kristin heath,,f,0,,adolfo van praet,tkaufman@yahoo.com,1934/09/29
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/09,thomas johnson,,m,0,,1 de mayo,sarah35@gmail.com,1958/05/18
universidad tecnológica nacional,arquitectura,2020/12/09,heather nelson,,f,0,,estacion coronel pringles,arnoldjoseph@hotmail.com,1990/06/06
universidad tecnológica nacional,ingeniería electrónica,2020/10/31,carlos lucas,,m,0,,ingeniero balbin,martinjordan@gmail.com,1928/05/28
universidad tecnológica nacional,farmacia,2020/11/18,dana phillips,,f,0,,ambato,mark07@yahoo.com,1911/12/21
universidad tecnológica nacional,ingeniería en informática,2020/11/17,ashley irwin,,f,0,,aguada de la peña,dennisrobbins@hotmail.com,1987/05/23
universidad tecnológica nacional,actuario ,2021/01/11,rebecca stewart,,f,0,,san jose de piedra blanca,wcraig@yahoo.com,1939/07/11
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/16,vanessa jones,,f,0,,campo andino,karenlucas@hotmail.com,1960/05/01
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/10,amber king,,f,0,,aguas calientes,igarcia@hotmail.com,1968/09/28
universidad tecnológica nacional,bioquímica,2020/10/01,elizabeth winters,,f,0,,camino centenario km 11500,lisa22@gmail.com,1914/10/06
universidad tecnológica nacional,medicina,2020/10/01,gerald taylor,,m,0,,estacion saladas,jenkinsvictoria@gmail.com,1920/07/11
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/16,tiffany richardson,,f,0,,san antonio de padua,pwilson@yahoo.com,1951/04/11
universidad tecnológica nacional,ingeniería mecánica,2020/10/21,monique dawson,,f,0,,avellaneda,spencenicholas@hotmail.com,1941/01/20
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/12/22,sean barnett,,m,0,,bella vista,wrightstacy@gmail.com,1980/12/09
universidad tecnológica nacional,arquitectura,2021/01/25,wesley jones,,m,0,,cañadon chileno,michaelbrown@gmail.com,1981/03/05
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/12/19,david jones,,m,0,,agua de los manantiales,moorebarbara@gmail.com,1977/05/21
universidad tecnológica nacional,ingeniería electrónica,2020/10/06,sandy martin,,f,0,,funke,sruiz@gmail.com,1949/10/15
universidad tecnológica nacional,licenciatura en sociología ,2020/09/08,kevin blackwell md,,m,0,,balde de leyes,valerie40@gmail.com,1941/02/23
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/18,joan christian,,f,0,,campo peña lopez,ahunt@hotmail.com,2005/03/17
universidad tecnológica nacional,farmacia,2020/09/25,charles rodriguez,,m,0,,agrelo,kjohnson@gmail.com,2012/06/24
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/14,karen booth,,f,0,,jose clemente paz,brianward@gmail.com,1949/07/17
universidad tecnológica nacional,diseño industrial,2020/11/25,jason hamilton phd,,m,0,,isla,riversdana@hotmail.com,1926/07/07
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/26,louis trujillo,,m,0,,calle larga vieja,nguyentimothy@hotmail.com,1954/11/26
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/22,stephanie alvarez,,f,0,,bajo de las palomas,williamnguyen@yahoo.com,2016/11/06
universidad tecnológica nacional,diseño industrial,2020/11/05,dillon griffin,,m,0,,las toninas,hannah88@yahoo.com,1991/01/22
universidad tecnológica nacional,ingeniería mecánica,2021/01/27,michael johnson,,m,0,,general urquiza,kimbrian@gmail.com,1990/12/08
universidad tecnológica nacional,farmacia,2020/09/29,justin bowen,,m,0,,arroyo urquiza,charles17@hotmail.com,1909/05/01
universidad tecnológica nacional,farmacia,2020/11/03,stephanie beck,,f,0,,campo el bermejo,tperez@gmail.com,1910/10/01
universidad tecnológica nacional,bioquímica,2021/01/24,dr. felicia garcia,,f,0,,barro negro,imorrow@hotmail.com,1957/04/07
universidad tecnológica nacional,ciencias veterinarias,2020/11/30,robert cook,,m,0,,aldea asuncion,janicejohnson@gmail.com,2010/06/08
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/01,nancy lopez,,f,0,,caseros,ncordova@gmail.com,1996/09/21
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/16,donna spence,,f,0,,colonia bella italia,timothy68@yahoo.com,2005/12/18
universidad tecnológica nacional,licenciatura en musicoterapia,2020/09/04,crystal santiago,,f,0,,estancia santa catalina,james48@hotmail.com,1974/05/10
universidad tecnológica nacional,farmacia,2020/12/12,nicole goodman,,f,0,,barlett,whitethomas@yahoo.com,1931/01/18
universidad tecnológica nacional,farmacia,2021/01/31,tammy hurst,,f,0,,colonia tacurales,xrios@gmail.com,2013/12/09
